Order Date,Ship Date,QB Num,P. O. #,Name,Qty(-),Qty(+),Item,Inventory Site,Remark
9/20/2024,5/2/2025,POD-241091,SO-20241054,Neousys Technology Incorp.,0,40,DDR4-8GB-32-SM,WH01X-NTA,SO24090351
9/20/2024,5/16/2025,POD-241092,SO-20241055,Neousys Technology Incorp.,0,40,DDR4-8GB-32-SM,WH01X-NTA,SO24090352
9/20/2024,4/18/2025,POD-241090,SO-20241053,Neousys Technology Incorp.,0,40,DDR4-8GB-32-SM,WH01X-NTA,SO24090350
9/20/2024,4/1/2025,POD-241089,SO-20241052,Neousys Technology Incorp.,0,40,DDR4-8GB-32-SM,WH01X-NTA,SO24090349
9/20/2024,3/7/2025,POD-241087,SO-20241050,Neousys Technology Incorp.,0,40,DDR4-8GB-32-SM,WH01X-NTA,SO24090347
9/20/2024,3/21/2025,POD-241088,SO-20241051,Neousys Technology Incorp.,0,40,DDR4-8GB-32-SM,WH01X-NTA,SO24090348
9/20/2024,2/4/2025,POD-241085,SO-20241048,Neousys Technology Incorp.,0,40,DDR4-8GB-32-SM,WH01X-NTA,SO24090345
9/20/2024,2/21/2025,POD-241086,SO-20241049,Neousys Technology Incorp.,0,40,DDR4-8GB-32-SM,WH01X-NTA,SO24090346
9/20/2024,1/23/2025,POD-241084,SO-20241047,Neousys Technology Incorp.,0,30,DDR4-8GB-32-SM,WH01X-NTA,SO24090344
9/20/2024,1/10/2025,POD-241083,SO-20241046,Neousys Technology Incorp.,0,40,DDR4-8GB-32-SM,WH01X-NTA,SO24090343
9/19/2024,5/26/2025,SO-20241055,15069,Tek84 Inc.,40,0,DDR4-8GB-32-SM,WH01X-NTA,
9/19/2024,5/12/2025,SO-20241054,15069,Tek84 Inc.,40,0,DDR4-8GB-32-SM,WH01X-NTA,
9/19/2024,4/28/2025,SO-20241053,15069,Tek84 Inc.,40,0,DDR4-8GB-32-SM,WH01X-NTA,
9/19/2024,4/9/2025,SO-20241052,15069,Tek84 Inc.,40,0,DDR4-8GB-32-SM,WH01X-NTA,
9/19/2024,3/31/2025,SO-20241051,15069,Tek84 Inc.,40,0,DDR4-8GB-32-SM,WH01X-NTA,
9/19/2024,3/17/2025,SO-20241050,15069,Tek84 Inc.,40,0,DDR4-8GB-32-SM,WH01X-NTA,
9/19/2024,3/3/2025,SO-20241049,15069,Tek84 Inc.,40,0,DDR4-8GB-32-SM,WH01X-NTA,
9/19/2024,2/14/2025,SO-20241048,15069,Tek84 Inc.,40,0,DDR4-8GB-32-SM,WH01X-NTA,
9/19/2024,1/31/2025,SO-20241047,15069,Tek84 Inc.,30,0,DDR4-8GB-32-SM,WH01X-NTA,
9/19/2024,1/20/2025,SO-20241046,15069,Tek84 Inc.,40,0,DDR4-8GB-32-SM,WH01X-NTA,
5/16/2024,3/14/2025,POD-240614,SO-20240572,Neousys Technology Incorp.,0,36,DDR4-32GB-WT32-SM,WH01X-NTA,SO24050254
5/14/2024,3/28/2025,SO-20240572,SIL4-NTA24-02,SIL4 Systems Inc.,36,0,DDR4-32GB-WT32-SM,WH01X-NTA,
11/15/2023,1/10/2025,POD-231075,SO-20231096,Neousys Technology Incorp.,0,12,DDR4-32GB-32-SM,WH01X-NTA,SO23110265
4/12/2024,1/9/2025,SO-20240438,PO204048,Noah Medical U.S.,12,0,DDR4-32GB-32-SM,WH01X-NTA,
6/11/2024,3/7/2025,POD-240688,SO-20240674,Neousys Technology Incorp.,0,8,DDR4-16GB-32-SMandM.280-SSD-1TB-PCIe4-TLC-IK1,WH01X-NTA,SO24060118
6/11/2024,2/7/2025,POD-240689,SO-20240675,Neousys Technology Incorp.,0,10,DDR4-16GB-32-SMandM.280-SSD-1TB-PCIe4-TLC-IK1,WH01X-NTA,SO24060119
6/11/2024,1/7/2025,POD-240687,SO-20240673,Neousys Technology Incorp.,0,10,DDR4-16GB-32-SMandM.280-SSD-1TB-PCIe4-TLC-IK1,WH01X-NTA,SO24060117
8/20/2024,3/31/2025,SO-20240922,PO055573,"FireFly Automatix, Inc.",8,0,DDR4-16GB-32-SM,WH01X-NTA,
6/10/2024,2/28/2025,SO-20240675,PO055573,"FireFly Automatix, Inc.",10,0,DDR4-16GB-32-SM,WH01X-NTA,
11/27/2024,2/14/2025,SO-20241418,41441969,Inficon Inc.,45,0,DDR4-16GB-32-SM,WH01X-NTA,
6/10/2024,1/31/2025,SO-20240674,PO055573,"FireFly Automatix, Inc.",10,0,DDR4-16GB-32-SM,WH01X-NTA,
11/27/2024,1/17/2025,SO-20241417,41441969,Inficon Inc.,45,0,DDR4-16GB-32-SM,WH01X-NTA,
9/5/2024,1/10/2025,SO-20240975,9080091097,"Keysight Technologies, Inc.",18,0,DDR4-16GB-32-SM,WH01X-NTA,
9/27/2024,1/10/2025,SO-20241112,9080094927,"Keysight Technologies, Inc.",19,0,DDR4-16GB-32-SM,WH01X-NTA,
7/4/2024,1/7/2025,POD-240772,SO-20240755,Neousys Technology Incorp.,0,25,DDR3L-4GB-WT18-DL1,WH01X-NTA,SO24070082
7/3/2024,1/27/2025,SO-20240755,15657,Automated Environments,25,0,DDR3L-4GB-WT18-DL1,WH01X-NTA,
7/3/2024,1/10/2025,SO-20240754,15657,Automated Environments,25,0,DDR3L-4GB-WT18-DL1,WH01X-NTA,
11/27/2024,2/14/2025,SO-20241418,41441969,Inficon Inc.,45,0,Cbl-PC-TW-180CM1,WH01X-NTA,
11/27/2024,1/17/2025,SO-20241417,41441969,Inficon Inc.,45,0,Cbl-PC-TW-180CM1,WH01X-NTA,
11/11/2024,1/3/2025,SO-20241334,41451090,Inficon Inc.,50,0,Cbl-PC-TW-180CM1,WH01X-NTA,
11/15/2023,1/10/2025,POD-231075,SO-20231096,Neousys Technology Incorp.,0,12,Cbl-MHF-RP_SMAF-30CM,WH01X-NTA,SO23110265
4/12/2024,1/9/2025,SO-20240438,PO204048,Noah Medical U.S.,12,0,Cbl-MHF-RP_SMAF-30CM,WH01X-NTA,
6/11/2024,3/7/2025,POD-240688,SO-20240674,Neousys Technology Incorp.,0,8,Cbl-M12S4F-OW4-180CM1,WH01X-NTA,SO24060118
6/11/2024,2/7/2025,POD-240689,SO-20240675,Neousys Technology Incorp.,0,10,Cbl-M12S4F-OW4-180CM1,WH01X-NTA,SO24060119
6/11/2024,1/7/2025,POD-240687,SO-20240673,Neousys Technology Incorp.,0,10,Cbl-M12S4F-OW4-180CM1,WH01X-NTA,SO24060117
8/20/2024,3/31/2025,SO-20240922,PO055573,"FireFly Automatix, Inc.",8,0,Cbl-M12S4F-OW4-180CM1,WH01X-NTA,
6/10/2024,2/28/2025,SO-20240675,PO055573,"FireFly Automatix, Inc.",10,0,Cbl-M12S4F-OW4-180CM1,WH01X-NTA,
6/10/2024,1/31/2025,SO-20240674,PO055573,"FireFly Automatix, Inc.",10,0,Cbl-M12S4F-OW4-180CM1,WH01X-NTA,
7/4/2024,1/3/2025,POD-240772,SO-20240755,Neousys Technology Incorp.,0,25,Cbl-DB9F-3DB9M-15CM2,WH01X-NTA,SO24070082
7/3/2024,1/27/2025,SO-20240755,15657,Automated Environments,25,0,Cbl-DB9F-3DB9M-15CM2,WH01X-NTA,
7/3/2024,1/10/2025,SO-20240754,15657,Automated Environments,25,0,Cbl-DB9F-3DB9M-15CM2,WH01X-NTA,
9/20/2024,5/2/2025,POD-241091,SO-20241054,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090351
9/20/2024,5/2/2025,POD-241091,SO-20241054,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090351
9/20/2024,5/2/2025,POD-241091,SO-20241054,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090351
9/20/2024,5/16/2025,POD-241092,SO-20241055,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090352
9/20/2024,5/16/2025,POD-241092,SO-20241055,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090352
9/20/2024,5/16/2025,POD-241092,SO-20241055,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090352
9/20/2024,4/18/2025,POD-241090,SO-20241053,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090350
9/20/2024,4/18/2025,POD-241090,SO-20241053,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090350
9/20/2024,4/18/2025,POD-241090,SO-20241053,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090350
9/20/2024,4/1/2025,POD-241089,SO-20241052,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090349
9/20/2024,4/1/2025,POD-241089,SO-20241052,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090349
9/20/2024,4/1/2025,POD-241089,SO-20241052,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090349
6/11/2024,3/7/2025,POD-240688,SO-20240674,Neousys Technology Incorp.,0,8,CUSTOMER SERVICES,WH01X-NTA,SO24060118
6/11/2024,3/7/2025,POD-240688,SO-20240674,Neousys Technology Incorp.,0,8,CUSTOMER SERVICES,WH01X-NTA,SO24060118
6/11/2024,3/7/2025,POD-240688,SO-20240674,Neousys Technology Incorp.,0,8,CUSTOMER SERVICES,WH01X-NTA,SO24060118
6/11/2024,3/7/2025,POD-240688,SO-20240674,Neousys Technology Incorp.,0,8,CUSTOMER SERVICES,WH01X-NTA,SO24060118
9/20/2024,3/7/2025,POD-241087,SO-20241050,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090347
9/20/2024,3/7/2025,POD-241087,SO-20241050,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090347
9/20/2024,3/7/2025,POD-241087,SO-20241050,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090347
9/20/2024,3/21/2025,POD-241088,SO-20241051,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090348
9/20/2024,3/21/2025,POD-241088,SO-20241051,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090348
9/20/2024,3/21/2025,POD-241088,SO-20241051,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090348
5/16/2024,3/14/2025,POD-240614,SO-20240572,Neousys Technology Incorp.,0,36,CUSTOMER SERVICES,WH01X-NTA,SO24050254
6/11/2024,2/7/2025,POD-240689,SO-20240675,Neousys Technology Incorp.,0,10,CUSTOMER SERVICES,WH01X-NTA,SO24060119
6/11/2024,2/7/2025,POD-240689,SO-20240675,Neousys Technology Incorp.,0,10,CUSTOMER SERVICES,WH01X-NTA,SO24060119
6/11/2024,2/7/2025,POD-240689,SO-20240675,Neousys Technology Incorp.,0,10,CUSTOMER SERVICES,WH01X-NTA,SO24060119
6/11/2024,2/7/2025,POD-240689,SO-20240675,Neousys Technology Incorp.,0,10,CUSTOMER SERVICES,WH01X-NTA,SO24060119
9/20/2024,2/4/2025,POD-241085,SO-20241048,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090345
9/20/2024,2/4/2025,POD-241085,SO-20241048,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090345
9/20/2024,2/4/2025,POD-241085,SO-20241048,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090345
3/14/2024,2/27/2025,POD-240380,SO-20240315,Neousys Technology Incorp.,0,100,CUSTOMER SERVICES,WH01X-NTA,SO24030230
9/20/2024,2/21/2025,POD-241086,SO-20241049,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090346
9/20/2024,2/21/2025,POD-241086,SO-20241049,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090346
9/20/2024,2/21/2025,POD-241086,SO-20241049,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090346
3/14/2024,2/14/2025,POD-240379,SO-20240314,Neousys Technology Incorp.,0,150,CUSTOMER SERVICES,WH01X-NTA,SO24030229
6/11/2024,1/7/2025,POD-240687,SO-20240673,Neousys Technology Incorp.,0,10,CUSTOMER SERVICES,WH01X-NTA,SO24060117
6/11/2024,1/7/2025,POD-240687,SO-20240673,Neousys Technology Incorp.,0,10,CUSTOMER SERVICES,WH01X-NTA,SO24060117
6/11/2024,1/7/2025,POD-240687,SO-20240673,Neousys Technology Incorp.,0,10,CUSTOMER SERVICES,WH01X-NTA,SO24060117
6/11/2024,1/7/2025,POD-240687,SO-20240673,Neousys Technology Incorp.,0,10,CUSTOMER SERVICES,WH01X-NTA,SO24060117
7/4/2024,1/7/2025,POD-240772,SO-20240755,Neousys Technology Incorp.,0,25,CUSTOMER SERVICES,WH01X-NTA,SO24070082
9/20/2024,1/23/2025,POD-241084,SO-20241047,Neousys Technology Incorp.,0,30,CUSTOMER SERVICES,WH01X-NTA,SO24090344
9/20/2024,1/23/2025,POD-241084,SO-20241047,Neousys Technology Incorp.,0,30,CUSTOMER SERVICES,WH01X-NTA,SO24090344
9/20/2024,1/23/2025,POD-241084,SO-20241047,Neousys Technology Incorp.,0,30,CUSTOMER SERVICES,WH01X-NTA,SO24090344
11/15/2023,1/10/2025,POD-231075,SO-20231096,Neousys Technology Incorp.,0,6,CUSTOMER SERVICES,WH01X-NTA,SO23110265
9/20/2024,1/10/2025,POD-241083,SO-20241046,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090343
9/20/2024,1/10/2025,POD-241083,SO-20241046,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090343
9/20/2024,1/10/2025,POD-241083,SO-20241046,Neousys Technology Incorp.,0,40,CUSTOMER SERVICES,WH01X-NTA,SO24090343
11/15/2023,1/10/2025,POD-231075,SO-20231096,Neousys Technology Incorp.,0,12,Ant-RP_SMAM-WiFi-196MM1,WH01X-NTA,SO23110265
4/12/2024,1/9/2025,SO-20240438,PO204048,Noah Medical U.S.,12,0,Ant-RP_SMAM-WiFi-196MM1,WH01X-NTA,
3/14/2024,2/27/2025,POD-240380,SO-20240315,Neousys Technology Incorp.,0,100,AccsyBx-FAN-POC-700,WH01X-NTA,SO24030230
3/14/2024,2/14/2025,POD-240379,SO-20240314,Neousys Technology Incorp.,0,150,AccsyBx-FAN-POC-700,WH01X-NTA,SO24030229
3/13/2024,8/29/2025,SO-20240315,X110992,Xanthon LLC,100,0,AccsyBx-FAN-POC-700,WH01X-NTA,
3/13/2024,7/25/2025,SO-20240314,X110992,Xanthon LLC,150,0,AccsyBx-FAN-POC-700,WH01X-NTA,
3/13/2024,6/27/2025,SO-20240313,X110992,Xanthon LLC,150,0,AccsyBx-FAN-POC-700,WH01X-NTA,
3/13/2024,5/30/2025,SO-20240312,X110992,Xanthon LLC,150,0,AccsyBx-FAN-POC-700,WH01X-NTA,
3/13/2024,4/25/2025,SO-20240311,X110992,Xanthon LLC,150,0,AccsyBx-FAN-POC-700,WH01X-NTA,
3/6/2024,3/28/2025,SO-20240258,X110992,Xanthon LLC,150,0,AccsyBx-FAN-POC-700,WH01X-NTA,
6/4/2024,3/28/2025,SO-20240654,QTD_EPS_2406281,Professional Parking Management Corporati,10,0,AccsyBx-FAN-POC-700,WH01X-NTA,
4/8/2024,3/28/2025,SO-20240408,ING-24-0316,"Ingineerix, LLC",10,0,AccsyBx-FAN-Nuvo9531_9501,WH01X-NTA,
5/31/2024,3/28/2025,SO-20240637,ING Neousys JUN-AUG,"Ingineerix, LLC",10,0,AccsyBx-FAN-Nuvo9531_9501,WH01X-NTA,
5/31/2024,3/28/2025,SO-20240638,ING Neousys JUN-AUG,"Ingineerix, LLC",10,0,AccsyBx-FAN-Nuvo9531_9501,WH01X-NTA,
11/26/2024,1/23/2025,POD-241437,,Neousys Technology Incorp.,0,25,mSATAHS-64GB-MLCWT-IK,WH01S-NTA,SO24110477
11/28/2024,1/21/2025,POD-241445,SO-20241413,Neousys Technology Incorp.,0,10,mPCIeHS-WiFi-121N,WH01S-NTA,SO24110523
11/28/2024,1/21/2025,POD-241446,SO-20241414,Neousys Technology Incorp.,0,10,mPCIeHS-WiFi-121N,WH01S-NTA,SO24110524
11/28/2024,1/21/2025,POD-241447,SO-20241415,Neousys Technology Incorp.,0,5,mPCIeHS-WiFi-121N,WH01S-NTA,SO24110525
11/28/2024,1/10/2025,POD-241444,SO-20241412,Neousys Technology Incorp.,0,25,mPCIeHS-WiFi-121N,WH01S-NTA,SO24110522
12/18/2024,7/4/2025,SO-20241507,QTD_SAM_2412172,"SAM Analytic Solutions, LLC",3,0,mPCIeHS-WiFi-121N,WH01S-NTA,
11/27/2024,2/7/2025,SO-20241415,PO-0006,SenSen Networks Limited (Canada),5,0,mPCIeHS-WiFi-121N,WH01S-NTA,
11/27/2024,2/4/2025,SO-20241413,PO-0006,SenSen Networks Limited (Canada),10,0,mPCIeHS-WiFi-121N,WH01S-NTA,
11/27/2024,2/4/2025,SO-20241414,PO-0006,SenSen Networks Limited (Canada),10,0,mPCIeHS-WiFi-121N,WH01S-NTA,
11/27/2024,1/24/2025,SO-20241412,PO-0006,SenSen Networks Limited (Canada),25,0,mPCIeHS-WiFi-121N,WH01S-NTA,
12/20/2024,1/24/2025,SO-20241517,QTD_DapsterAI_2411222_2,Dapster AI,1,0,mPCIeHS-WiFi-121N,WH01S-NTA,
11/13/2024,1/10/2025,SO-20241353,QTD_Sensen_241111,SenSen Networks Limited (Canada),7,0,mPCIeHS-WiFi-121N,WH01S-NTA,
12/12/2024,1/3/2025,SO-20241484,4500826432,Musashi AI North America,1,0,mPCIeHS-WiFi-121N,WH01S-NTA,
12/26/2024,7/4/2025,SO-20241527,1009,Volair Technologies Inc.,2,0,mPCIeHS-BTWifi-WT-6218,WH01S-NTA,
12/26/2024,7/4/2025,SO-20241529,PO01178,Jet Stream Systems Inc.,5,0,mPCIeHS-BTWifi-WT-6218,WH01S-NTA,
10/7/2024,3/28/2025,SO-20241143,SAMI2024020,Sami Agtech Inc,3,0,mPCIeHS-BTWifi-WT-6218,WH01S-NTA,
11/4/2024,1/28/2025,SO-20241300,8038363,Mitsubishi Electric Automotive America,6,0,mPCIeHS-BTWifi-WT-6218,WH01S-NTA,
12/16/2024,1/23/2025,SO-20241493,PO00001804,Strayos Inc,10,0,mPCIeHS-BTWifi-WT-6218,WH01S-NTA,
11/20/2024,1/10/2025,SO-20241387,CO-214129,Arete Associates,2,0,mPCIeHS-BTWifi-WT-6218,WH01S-NTA,
12/27/2024,,POD-241573,,Neousys Technology Incorp.,0,30,mPCIeHS-BTWifi-WT-6218,WH01S-NTA,SO24120422
12/23/2024,1/23/2025,POD-241566,SO-2024150,Neousys Technology Incorp.,0,1,mPCIe-M2E,WH01S-NTA,SO24120362
12/20/2024,1/30/2025,SO-20241520,QTD_Zordi_2412053,"Zordi, Inc.",1,0,mPCIe-M2E,WH01S-NTA,
12/17/2024,1/8/2025,SO-20241499,QTD_BosonMotor_2412162,Boson Motors,4,0,mPCIe-M2E,WH01S-NTA,
12/11/2024,1/21/2025,POD-241505,SO-20241464,Neousys Technology Incorp.,0,2,mPCIe-LAN-G2S2-IK,WH01S-NTA,SO24120184
12/9/2024,1/31/2025,SO-20241464,QTD_MLS_2412062,"Mighty Lube Systematic Lubrication, Inc",2,0,mPCIe-LAN-G2S2-IK,WH01S-NTA,
12/12/2024,2/7/2025,POD-241518,SO-20241479,Neousys Technology Incorp.,0,3,mPCIe-COM-4RS232/422/485-X404,WH01S-NTA,SO24120198
12/11/2024,2/14/2025,SO-20241479,PO-0135052,Carnegie Robotics LLC,3,0,mPCIe-COM-4RS232/422/485-X404,WH01S-NTA,
11/11/2024,1/3/2025,POD-241360,SO-20241330,Neousys Technology Incorp.,0,1,mPCIe-COM-2RS232-X203,WH01S-NTA,SO24110230
11/26/2024,1/10/2025,SO-20241408,BB9319197,Brunswick Boat Group,1,0,mPCIe-COM-2RS232-X203,WH01S-NTA,
12/12/2024,2/7/2025,POD-241518,SO-20241479,Neousys Technology Incorp.,0,3,mPCIe-CAN-IPEH-4047,WH01S-NTA,SO24120198
11/11/2024,1/3/2025,POD-241360,SO-20241330,Neousys Technology Incorp.,0,1,mPCIe-CAN-IPEH-4047,WH01S-NTA,SO24110230
12/5/2024,1/17/2025,POD-241472,SO-20241441,Neousys Technology Incorp.,0,2,mPCIe-CAN-IPEH-4047,WH01S-NTA,SO24120082
10/7/2024,3/28/2025,SO-20241143,SAMI2024020,Sami Agtech Inc,3,0,i9-14900,WH01S-NTA,
11/12/2024,1/3/2025,SO-20241347,1071,Navflex Inc.,1,0,i9-14900,WH01S-NTA,
12/12/2024,2/7/2025,POD-241518,SO-20241479,Neousys Technology Incorp.,0,3,i9-13900E,WH01S-NTA,SO24120198
12/23/2024,1/23/2025,POD-241565,SO-20241516,Neousys Technology Incorp.,0,1,i9-13900E,WH01S-NTA,SO24120359
12/5/2024,1/17/2025,POD-241472,SO-20241441,Neousys Technology Incorp.,0,2,i9-13900E,WH01S-NTA,SO24120082
12/11/2024,2/14/2025,SO-20241479,PO-0135052,Carnegie Robotics LLC,3,0,i9-13900E,WH01S-NTA,
12/20/2024,1/30/2025,SO-20241516,55118,True North Enterprises,1,0,i9-13900E,WH01S-NTA,
12/4/2024,1/24/2025,SO-20241441,240612,CYBERNET SYSTEMS CORPORATION,2,0,i9-13900E,WH01S-NTA,
9/12/2024,12/23/2024,SO-20241004,PO-9907,Maritime Applied Physics Corporation,14,0,i9-13900E,WH01S-NTA,
12/16/2024,7/4/2025,SO-20241491,7000518181,Boston Scientific,23,0,i9-13900,WH01S-NTA,
12/19/2024,7/4/2025,SO-20241512,PO-26241218-1_Neousys,"One Off Robotics, LLC",1,0,i9-13900,WH01S-NTA,
12/20/2024,7/4/2025,SO-20241515,4522669315,NSWCDD- Naval Surface Warfare Center,3,0,i9-13900,WH01S-NTA,
12/26/2024,7/4/2025,SO-20241527,1009,Volair Technologies Inc.,2,0,i9-13900,WH01S-NTA,
12/16/2024,1/3/2025,SO-20241490,7000518181,Boston Scientific,2,0,i9-13900,WH01S-NTA,
12/18/2024,1/3/2025,SO-20241508,AI-000070,"Applied Intuition, Inc.",5,0,i9-13900,WH01S-NTA,
12/13/2024,7/4/2025,SO-20241488,4300069856,"Qualcomm Technologies, Inc.",3,0,i9-12900,WH01S-NTA,
12/17/2024,7/4/2025,SO-20241500,42600000174,Qualcomm Arriver Software LLC,2,0,i9-12900,WH01S-NTA,
12/17/2024,1/10/2025,SO-20241502,QTD_FAA_241205,Federal Aviation Administration,2,0,i7-9700TE,WH01S-NTA,
12/24/2024,1/7/2025,POD-241572,,Neousys Technology Incorp.,0,5,i7-9700E,WH01S-NTA,SO24120392
12/12/2024,1/23/2025,POD-241517,SO-20241477,Neousys Technology Incorp.,0,15,i7-9700E,WH01S-NTA,SO24120197
12/11/2024,1/31/2025,SO-20241477,4504469154,Celestica LLC,15,0,i7-9700E,WH01S-NTA,
12/26/2024,1/24/2025,SO-20241528,M55652,"INFLEXION POINT, LLC",5,0,i7-9700E,WH01S-NTA,
12/11/2024,1/7/2025,SO-20241476,M55605,"INFLEXION POINT, LLC",2,0,i7-9700E,WH01S-NTA,
10/25/2024,2/3/2025,SO-20241249,25864,INDUSTRIES MACHINEX INC.,10,0,i7-9700,WH01S-NTA,
10/25/2024,1/10/2025,SO-20241248,25864,INDUSTRIES MACHINEX INC.,10,0,i7-9700,WH01S-NTA,
12/9/2024,1/8/2025,SO-20241462,CO-214179,Arete Associates,1,0,i7-8700,WH01S-NTA,
12/10/2024,1/17/2025,SO-20241465,4500124585,Cognex Corporation,2,0,i7-6700TE,WH01S-NTA,
12/20/2024,1/24/2025,SO-20241517,QTD_DapsterAI_2411222_2,Dapster AI,1,0,i7-14700,WH01S-NTA,
11/20/2024,1/10/2025,SO-20241387,CO-214129,Arete Associates,2,0,i7-14700,WH01S-NTA,
12/9/2024,1/31/2025,SO-20241464,QTD_MLS_2412062,"Mighty Lube Systematic Lubrication, Inc",2,0,i7-13700TE,WH01S-NTA,
12/9/2024,1/7/2025,SO-20241463,QTD_MLS_2412062,"Mighty Lube Systematic Lubrication, Inc",1,0,i7-13700TE,WH01S-NTA,
12/20/2024,7/4/2025,SO-20241521,4500829442,Musashi AI North America,3,0,i7-13700,WH01S-NTA,
12/12/2024,1/3/2025,SO-20241484,4500826432,Musashi AI North America,1,0,i7-13700,WH01S-NTA,
12/26/2024,7/4/2025,SO-20241529,PO01178,Jet Stream Systems Inc.,5,0,i7-12700TE,WH01S-NTA,
12/27/2024,,POD-241577,SO-20241529,Neousys Technology Incorp.,0,5,i7-12700TE,WH01S-NTA,SO24120428
11/27/2024,1/6/2025,SO-20241420,503068,LASERAX INC,1,0,i7-12700,WH01S-NTA,
12/23/2024,7/4/2025,SO-20241522,POV41964,Velasea,25,0,i5-14500,WH01S-NTA,
12/18/2024,7/4/2025,SO-20241507,QTD_SAM_2412172,"SAM Analytic Solutions, LLC",3,0,i5-12500,WH01S-NTA,
12/5/2024,1/24/2025,SO-20241450,13247,"QDS Systems, Inc.",2,0,i5-12500,WH01S-NTA,
12/4/2024,1/24/2025,POD-241464,SO-20241427,Neousys Technology Incorp.,0,35,i3-12100TE,WH01S-NTA,SO24120048
12/4/2024,1/24/2025,POD-241465,SO-20241428,Neousys Technology Incorp.,0,35,i3-12100TE,WH01S-NTA,SO24120049
11/12/2024,1/23/2025,POD-241368,SO-20241336,Neousys Technology Incorp.,0,2,i3-12100TE,WH01S-NTA,SO24110225
11/12/2024,1/21/2025,POD-241367,SO-20241335,Neousys Technology Incorp.,0,5,i3-12100TE,WH01S-NTA,SO24110224
11/12/2024,1/21/2025,POD-241367,SO-20241335,Neousys Technology Incorp.,0,1,i3-12100TE,WH01S-NTA,SO24110224
12/3/2024,7/4/2025,SO-20241429,41454402,Inficon Inc.,35,0,i3-12100TE,WH01S-NTA,
12/3/2024,7/4/2025,SO-20241430,41454406,Inficon Inc.,35,0,i3-12100TE,WH01S-NTA,
12/12/2024,7/4/2025,SO-20241483,41455273,Inficon Inc.,35,0,i3-12100TE,WH01S-NTA,
12/12/2024,7/4/2025,SO-20241482,41455272,Inficon Inc.,35,0,i3-12100TE,WH01S-NTA,
12/3/2024,2/4/2025,SO-20241428,41454400,Inficon Inc.,35,0,i3-12100TE,WH01S-NTA,
12/3/2024,1/31/2025,SO-20241427,41454399,Inficon Inc.,5,0,i3-12100TE,WH01S-NTA,
12/12/2024,1/31/2025,SO-20241485,41454399,Inficon Inc.,30,0,i3-12100TE,WH01S-NTA,
11/11/2024,1/30/2025,SO-20241336,41451259,Inficon Inc.,2,0,i3-12100TE,WH01S-NTA,
11/11/2024,1/28/2025,SO-20241335,41451259,Inficon Inc.,6,0,i3-12100TE,WH01S-NTA,
12/4/2024,,POD-241466,SO-20241429,Neousys Technology Incorp.,0,35,i3-12100TE,WH01S-NTA,SO24120050
12/4/2024,,POD-241467,SO-20241430,Neousys Technology Incorp.,0,35,i3-12100TE,WH01S-NTA,SO24120051
12/9/2024,,POD-241492,,Neousys Technology Incorp.,0,35,i3-12100TE,WH01S-NTA,SO24120135
12/9/2024,,POD-241493,,Neousys Technology Incorp.,0,35,i3-12100TE,WH01S-NTA,SO24120136
12/5/2024,1/17/2025,POD-241472,SO-20241441,Neousys Technology Incorp.,0,2,Wmkit-Nuvo9650AWP,WH01S-NTA,SO24120082
