,"Date","Num","Name","Source Name","Memo","Deliv Date","Qty","Rcv'd","Backordered","Amount","Open Balance"
"Inventory",,,,,,,,,,,
"Accessory",,,,,,,,,,,
,"09/03/2025","POD-251259","CoastIPC, Inc.","Neousys Technology Incorp.","Cbl-TpCPlug-U3TA-50CM  TypeC Male Plug to USB3.0 Type-A FML, Length: 50CM. Industrial computer a...","09/19/2025",26,0,26,468.00,468.00
"Total Cbl-TpCPlug-U3TA-50CM",,,,,,,28,0,28,504.00,504.00
"Cbl-TpCPlug-UTpCF-50CM",,,,,,,,,,,
,"08/25/2025","POD-251206","Neya Systems","Neousys Technology Incorp.","Cbl-TpCPlug-UTpCF-50CM  TypeC Male Plug to USB Type-C FML Cable, Length : 50CM. Industrial compu...","09/10/2025",2,0,2,46.00,46.00
"Total Cbl-TpCPlug-UTpCF-50CM",,,,,,,2,0,2,46.00,46.00
"Cblkit-M12-SEMIL1704",,,,,,,,,,,
,"08/07/2025","POD-251130","RIOS Intelligent Machines, Inc.","Neousys Technology Incorp.","Cblkit-M12-SEMIL1704  SEMIL-1704 M12 cable kit, including 4x Cbl-M12X8M-RJ45-CAT6A-500CM, 1x Cbl...","09/10/2025",1,0,1,184.00,184.00
"Total Cblkit-M12-SEMIL1704",,,,,,,1,0,1,184.00,184.00
"Cblkit-M12-SEMIL1708",,,,,,,,,,,
,"08/28/2025","POD-251229","Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-M12-SEMIL1708  SEMIL-1708 M12 cable kit, including 8x Cbl-M12X8M-RJ45-CAT6A-500CM, 2x Cbl...","09/12/2025",3,0,3,960.00,960.00
"Total Cblkit-M12-SEMIL1708",,,,,,,3,0,3,960.00,960.00
"Cblkit-M12-SEMIL2000",,,,,,,,,,,
,"08/14/2025","POD-251157","Near Earth Autonomy","Neousys Technology Incorp.","Cblkit-M12-SEMIL2000  SEMIL-2000 series M12 cable kit, including 7xCbl-M12X8M-RJ45-500CM, 1xCbl-...","09/03/2025",1,0,1,266.00,266.00
,"08/21/2025","POD-251191","Near Earth Autonomy",,"Cblkit-M12-SEMIL2000  SEMIL-2000 series M12 cable kit, including 7xCbl-M12X8M-RJ45-500CM, 1xCbl-...","09/10/2025",2,0,2,532.00,532.00
,"08/25/2025","POD-251205","Neousys Technology Incorp.","Neousys Technology Incorp.","Cblkit-M12-SEMIL2000  SEMIL-2000 series M12 cable kit, including 7xCbl-M12X8M-RJ45-500CM, 1xCbl-...","09/10/2025",1,0,1,266.00,266.00
"Total Cblkit-M12-SEMIL2000",,,,,,,4,0,4,1064.00,1064.00
"Cblkit-M12-SEMIL2000-AS02",,,,,,,,,,,
,"09/03/2025","POD-251259","CoastIPC, Inc.","Neousys Technology Incorp.","Cblkit-M12-SEMIL2000-AS02  Cable kit includes 2x Cbl-M12X8M-RJ45-CAT6A-500CM, Cbl-M12A8M-2U2TA-1...","09/19/2025",13,0,13,1157.00,1157.00
"Total Cblkit-M12-SEMIL2000-AS02",,,,,,,13,0,13,1157.00,1157.00
"Pnl-3Ant-SEMIL17",,,,,,,,,,,
,"08/07/2025","POD-251130","Neousys Technology Incorp.","Neousys Technology Incorp.","Pnl-3Ant-SEMIL17  SEMIL-1700 series rear panel with 3x antenna holes.","09/10/2025",1,0,1,30.00,30.00
"Total Pnl-3Ant-SEMIL17",,,,,,,1,0,1,30.00,30.00
"Pnl-3M12-2Ant-SEMIL20",,,,,,,,,,,
,"08/14/2025","POD-251157","Near Earth Autonomy","Neousys Technology Incorp.","Pnl-3M12-2Ant-SEMIL20  Rear Panel of SEMIL-2000 with 3x M12 and 2x antenna holes. Industrial com...","09/03/2025",1,0,1,24.00,24.00
,"08/21/2025","POD-251191","Near Earth Autonomy",,"Pnl-3M12-2Ant-SEMIL20  Rear Panel of SEMIL-2000 with 3x M12 and 2x antenna holes. Industrial com...","09/10/2025",2,0,2,48.00,48.00
"Total Pnl-3M12-2Ant-SEMIL20",,,,,,,3,0,3,72.00,72.00
"Pnl-5Ant-SEMIL20",,,,,,,,,,,
,"09/03/2025","POD-251259","CoastIPC, Inc.","Neousys Technology Incorp.","Pnl-5Ant-SEMIL20  (5ANT)Panel of SEMIL-2000 with 5x antenna holes.","09/19/2025",13,0,13,312.00,312.00
"Total Pnl-5Ant-SEMIL20",,,,,,,13,0,13,312.00,312.00
"SEMIL-1708",,,,,,,,,,,
,"08/28/2025","POD-251229","Neousys Technology Incorp.","Neousys Technology Incorp.","SEMIL-1708  Half-rack IP67 waterproof computer supporting Intel® Xeon® E or 9th /8th-Gen Core™ p...","09/12/2025",3,0,3,4938.00,4938.00
"Total SEMIL-1708",,,,,,,3,0,3,4938.00,4938.00
"SEMIL-1708-FF",,,,,,,,,,,
,"05/05/2025","POD-250647","Neousys Technology Incorp.","Neousys Technology Incorp.","SEMIL-1708-FF  Half-rack IP67 waterproof computer supporting Intel® Xeon® E or 9th /8th-Gen Core...","09/03/2025",10,0,10,16590.00,16590.00
,"05/05/2025","POD-250648","Neousys Technology Incorp.","Neousys Technology Incorp.","SEMIL-1708-FF  Half-rack IP67 waterproof computer supporting Intel® Xeon® E or 9th /8th-Gen Core...","10/01/2025",10,0,10,16590.00,16590.00
,"05/05/2025","POD-250649","Neousys Technology Incorp.","Neousys Technology Incorp.","SEMIL-1708-FF  Half-rack IP67 waterproof computer supporting Intel® Xeon® E or 9th /8th-Gen Core...","11/05/2025",10,0,10,16590.00,16590.00
,"05/05/2025","POD-250650","Neousys Technology Incorp.","Neousys Technology Incorp.","SEMIL-1708-FF  Half-rack IP67 waterproof computer supporting Intel® Xeon® E or 9th /8th-Gen Core...","12/03/2025",10,0,10,16590.00,16590.00
"Total SEMIL-1708-FF",,,,,,,40,0,40,66360.00,66360.00
"SEMIL-1744GC-ADA",,,,,,,,,,,
,"08/07/2025","POD-251130","RIOS Intelligent Machines, Inc.","Neousys Technology Incorp.","SEMIL-1744GC-ADA  IP67 waterproof GPU Computer w/ NVIDIA® L4  (Ada Lovelace), 4x M12 PoE+ ports ...","09/10/2025",1,0,1,4827.00,4827.00
"Total SEMIL-1744GC-ADA",,,,,,,1,0,1,4827.00,4827.00
"SEMIL-1748GC-10G-L4-BSK(EA)",,,,,,,,,,,
,"08/18/2025","POD-251173","Navico Group Americas LLC","Neousys Technology Incorp.","SEMIL-1748GC-10G-L4-BSK(EA)  IP67 waterproof GPU computer including NVIDIA® L4 and Intel® Xeon® ...","09/24/2025",1,0,1,5835.00,5835.00
"Total SEMIL-1748GC-10G-L4-BSK(EA)",,,,,,,1,0,1,5835.00,5835.00
"SEMIL-2007",,,,,,,,,,,
,"09/01/2025","POD-251251","US Army Corps of Engineers, ERDC-IEI","Neousys Technology Incorp.","SEMIL-2007  19""/2 rack mount IP69K waterproof computer supporting Intel® 14th / 13th/ 12th-Gen C...","09/17/2025",2,0,2,3332.00,3332.00
,"09/03/2025","POD-251259","CoastIPC, Inc.","Neousys Technology Incorp.","SEMIL-2007  19""/2 rack mount IP69K waterproof computer supporting Intel® 14th / 13th/ 12th-Gen C...","09/19/2025",13,0,13,21658.00,21658.00
"Total SEMIL-2007",,,,,,,15,0,15,24990.00,24990.00
"SEMIL-2047GC",,,,,,,,,,,
,"08/14/2025","POD-251157","Near Earth Autonomy","Neousys Technology Incorp.","SEMIL-2047GC  19"" rack mount IP67 waterproof computer including NVIDIA® L4, supporting Intel® 13...","09/03/2025",1,0,1,5724.00,5724.00
,"08/21/2025","POD-251191","Near Earth Autonomy",,"SEMIL-2047GC  19"" rack mount IP67 waterproof computer including NVIDIA® L4, supporting Intel® 13...","09/10/2025",2,0,2,11448.00,11448.00
,"08/25/2025","POD-251206","Neya Systems","Neousys Technology Incorp.","SEMIL-2047GC  19"" rack mount IP67 waterproof computer including NVIDIA® L4, supporting Intel® 13...","09/10/2025",1,0,1,5724.00,5724.00
,"09/08/2025","POD-251286","AIM Intelligent Machines","Neousys Technology Incorp.","SEMIL-2047GC  19"" rack mount IP67 waterproof computer including NVIDIA® L4, supporting Intel® 13...","10/01/2025",7,0,7,40068.00,40068.00
"Total SEMIL-2047GC",,,,,,,11,0,11,62964.00,62964.00
"SEMIL-2047GC-CRL",,,,,,,,,,,
,"09/04/2025","POD-251261","Carnegie Robotics LLC","Neousys Technology Incorp.","SEMIL-2047GC-CRL  19"" rack mount IP67 waterproof computer including NVIDIA® L4, supporting Intel...","10/08/2025",3,0,3,19515.00,19515.00
"Total SEMIL-2047GC-CRL",,,,,,,3,0,3,19515.00,19515.00
"Total SEMIL Series",,,,,,,142,0,142,193758.00,193758.00
"Storage",,,,,,,,,,,
"HDD-24TB-72-SE",,,,,,,,,,,
,"09/12/2025","POD-251309","Newegg Business, Inc.","Newegg Business, Inc.","HDD-24TB-72-SE  3.5"" SATA HDD, 24TB, SATA 6Gb/s, 7200RPM, 512MB cache, 0°C~+65°C.  MPN: Seagate ...","09/25/2025",1,0,1,480.00,480.00
"Total HDD-24TB-72-SE",,,,,,,1,0,1,480.00,480.00
"M.242-SSD-128GB-PCIe34-TLC5WT-T",,,,,,,,,,,
,"08/20/2025","POD-251188","Centre de technologies avancées BRP- CTA","Neousys Technology Incorp.","*M.242-SSD-128GB-PCIe34-TLC5WT-TD  M.2 SSD 128GB, Key M 2242, TLC, NVMe PCIe Gen 3x4, -40°C~+85°...","09/17/2025",1,0,1,36.00,36.00
"Total M.242-SSD-128GB-PCIe34-TLC5WT-T",,,,,,,1,0,1,36.00,36.00
"M.242-SSD-128GB-PCIe34-TLCET-PN",,,,,,,,,,,
,"09/09/2025","POD-251293","Sim Sports Corporation","Neousys Technology Incorp.","M.242-SSD-128GB-PCIe34-TLCET-PN  M.2 SSD 128GB, Key M 2242, TLC, NVMe PCIe Gen 3 x4, -25°C~+85°C...","09/26/2025",2,0,2,60.00,60.00
"Total M.242-SSD-128GB-PCIe34-TLCET-PN",,,,,,,2,0,2,60.00,60.00
"M.242-SSD-1TB-PCIe34-TLC5WT-TD",,,,,,,,,,,
,"07/31/2025","POD-251094","Rheinmetall Canada Inc.","Neousys Technology Incorp.","*M.242-SSD-1TB-PCIe34-TLC5WT-TD  M.2 SSD 1TB, Key M 2242, TLC, NVMe PCIe Gen 3x4, -40°C~+85°C, T...","09/17/2025",1,0,1,126.00,126.00
"Total M.242-SSD-1TB-PCIe34-TLC5WT-TD",,,,,,,1,0,1,126.00,126.00
"M.242-SSD-256GB-PCIe34-TLC5WT-T",,,,,,,,,,,
,"08/25/2025","POD-251207","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.242-SSD-256GB-PCIe34-TLC5WT-TD  M.2 SSD 256GB, Key M 2242, TLC, NVMe PCIe Gen 3x4, -40°C~+85°...","09/10/2025",6,0,6,288.00,288.00
,"09/15/2025","POD-251322","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.242-SSD-256GB-PCIe34-TLC5WT-TD  M.2 SSD 256GB, Key M 2242, TLC, NVMe PCIe Gen 3x4, -40°C~+85°...","09/24/2025",4,0,4,192.00,192.00
"Total M.242-SSD-256GB-PCIe34-TLC5WT-T",,,,,,,10,0,10,480.00,480.00
"M.280-SSD-128GB-SATA-TLC5WT-TD",,,,,,,,,,,
,"09/08/2025","POD-251273","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-128GB-SATA-TLC5WT-TD  M.2 SSD 128GB, Key B+M 2280, TLC,  SATA III, -40°C~+85°C, Trans...","09/16/2025",5,0,5,160.00,160.00
,"09/15/2025","POD-251322","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-128GB-SATA-TLC5WT-TD  M.2 SSD 128GB, Key B+M 2280, TLC,  SATA III, -40°C~+85°C, Trans...","09/24/2025",3,0,3,96.00,96.00
"Total M.280-SSD-128GB-SATA-TLC5WT-TD",,,,,,,8,0,8,256.00,256.00
"M.280-SSD-1TB-PCIe44-TLC5-PN",,,,,,,,,,,
,"05/05/2025","POD-250647","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","09/03/2025",10,0,10,1050.00,1050.00
,"05/05/2025","POD-250648","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","10/01/2025",10,0,10,1050.00,1050.00
,"05/05/2025","POD-250649","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","11/05/2025",10,0,10,1050.00,1050.00
,"05/05/2025","POD-250650","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","12/03/2025",10,0,10,1050.00,1050.00
,"08/29/2025","POD-251244","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","09/10/2025",20,0,20,2100.00,2100.00
,"09/03/2025","POD-251259","CoastIPC, Inc.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","09/19/2025",13,0,13,1365.00,1365.00
,"09/15/2025","POD-251322","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-1TB-PCIe44-TLC5-PN  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Phison...","09/24/2025",3,0,3,315.00,315.00
"Total M.280-SSD-1TB-PCIe44-TLC5-PN",,,,,,,76,0,76,7980.00,7980.00
"M.280-SSD-1TB-PCIe44-TLC5WT-TD",,,,,,,,,,,
,"08/19/2025","POD-251179","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/10/2025",20,0,20,3180.00,3180.00
,"08/19/2025","POD-251180","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",20,0,20,3180.00,3180.00
,"08/19/2025","POD-251181","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",20,0,20,3180.00,3180.00
,"08/19/2025","POD-251182","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/24/2025",20,0,20,3180.00,3180.00
,"08/19/2025","POD-251183","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",25,0,25,3975.00,3975.00
,"08/19/2025","POD-251184","Uber Technologies, Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/24/2025",20,0,20,3180.00,3180.00
,"08/26/2025","POD-251215","FEV North America Inc.","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","08/26/2025",1,0,1,159.00,159.00
,"09/01/2025","POD-251251","US Army Corps of Engineers, ERDC-IEI","Neousys Technology Incorp.","*M.280-SSD-1TB-PCIe44-TLC5WT-TD  M.2 SSD 1TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",2,0,2,318.00,318.00
"Total M.280-SSD-1TB-PCIe44-TLC5WT-TD",,,,,,,128,0,128,20352.00,20352.00
"M.280-SSD-1TB-SATA-TLCWT-IK",,,,,,,,,,,
,"09/17/2025","POD-251333","The Alliance","Neousys Technology Incorp.","M.280-SSD-1TB-SATA-TLCWT-IK  1TB M.2 SATA SSD TLC, -40°C ~ +85°C. Industrial computer accessory.","10/01/2025",9,0,9,4086.00,4086.00
"Total M.280-SSD-1TB-SATA-TLCWT-IK",,,,,,,9,0,9,4086.00,4086.00
"M.280-SSD-256GB-PCIe44-TLC5-PN",,,,,,,,,,,
,"07/25/2025","POD-251061","Cognex Corporation","Neousys Technology Incorp.","M.280-SSD-256GB-PCIe44-TLC5-PN  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","08/13/2025",5,0,5,195.00,195.00
,"07/25/2025","POD-251061","Cognex Corporation","Neousys Technology Incorp.","M.280-SSD-256GB-PCIe44-TLC5-PN  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","08/13/2025",10,0,10,390.00,390.00
,"07/25/2025","POD-251062","Cognex Corporation","Neousys Technology Incorp.","M.280-SSD-256GB-PCIe44-TLC5-PN  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","12/24/2025",5,0,5,195.00,195.00
,"07/25/2025","POD-251062","Cognex Corporation","Neousys Technology Incorp.","M.280-SSD-256GB-PCIe44-TLC5-PN  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","12/24/2025",5,0,5,195.00,195.00
"Total M.280-SSD-256GB-PCIe44-TLC5-PN",,,,,,,25,0,25,975.00,975.00
"M.280-SSD-256GB-PCIe44-TLC5WT-T",,,,,,,,,,,
,"08/08/2025","POD-251140","Dexterity, Inc.","Neousys Technology Incorp.","*M.280-SSD-256GB-PCIe44-TLC5WT-TD  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°...","10/01/2025",1,0,1,59.00,59.00
,"08/15/2025","POD-251162","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-256GB-PCIe44-TLC5WT-TD  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°...","09/03/2025",10,0,10,590.00,590.00
,"08/15/2025","POD-251164","Dexterity, Inc.","Neousys Technology Incorp.","*M.280-SSD-256GB-PCIe44-TLC5WT-TD  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°...","10/01/2025",1,0,1,59.00,59.00
,"09/15/2025","POD-251322","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-256GB-PCIe44-TLC5WT-TD  M.2 SSD 256GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°...","09/24/2025",26,0,26,1534.00,1534.00
"Total M.280-SSD-256GB-PCIe44-TLC5WT-T",,,,,,,38,0,38,2242.00,2242.00
"M.280-SSD-256GB-SATA-TLC-IK",,,,,,,,,,,
,"06/19/2025","POD-250884","Tek84 Inc.","Neousys Technology Incorp.","M.280-SSD-256GB-SATA-TLC-IK  M.2 SSD 256GB, Key B+M 2280, TLC, SATA III, 0°C~+70°C  MPN Innodisk...","10/01/2025",20,0,20,2160.00,2160.00
"Total M.280-SSD-256GB-SATA-TLC-IK",,,,,,,20,0,20,2160.00,2160.00
"M.280-SSD-256GB-SATA-TLC5WT-TD",,,,,,,,,,,
,"09/15/2025","POD-251322","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-256GB-SATA-TLC5WT-TD  M.2 SSD 256GB, Key B+M 2280, TLC, SATA III, -40°C~+85°C, Transc...","09/24/2025",2,0,2,98.00,98.00
"Total M.280-SSD-256GB-SATA-TLC5WT-TD",,,,,,,2,0,2,98.00,98.00
"M.280-SSD-2TB-PCIe44-TLC5ET-TD",,,,,,,,,,,
,"07/07/2025","POD-250956","Applied Intuition, Inc.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","10/01/2025",25,0,25,5775.00,5775.00
,"07/07/2025","POD-250957","Applied Intuition, Inc.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","10/01/2025",25,0,25,5775.00,5775.00
,"08/06/2025","POD-251122","Applied Intuition, Inc.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","10/08/2025",10,0,10,2310.00,2310.00
,"08/06/2025","POD-251123","Applied Intuition, Inc.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","10/15/2025",15,0,15,3465.00,3465.00
,"08/18/2025","POD-251173","Navico Group Americas LLC","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","09/24/2025",1,0,1,231.00,231.00
,"08/28/2025","POD-251231","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","09/10/2025",10,0,10,2310.00,2310.00
,"09/15/2025","POD-251322","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5ET-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -20°C~+75°C, T...","09/24/2025",2,0,2,462.00,462.00
"Total M.280-SSD-2TB-PCIe44-TLC5ET-TD",,,,,,,88,0,88,20328.00,20328.00
"M.280-SSD-2TB-PCIe44-TLC5WT-TD",,,,,,,,,,,
,"08/07/2025","POD-251129","NASA-Johnson Space Center","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/24/2025",1,0,1,266.00,266.00
,"08/25/2025","POD-251206","Neya Systems","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/10/2025",1,0,1,266.00,266.00
,"08/28/2025","POD-251229","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C, T...","09/12/2025",3,0,3,798.00,798.00
,"08/29/2025","POD-251238","Scout AI Inc","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",7,0,7,1862.00,1862.00
,"08/29/2025","POD-251238","Scout AI Inc","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C. I...","09/17/2025",9,0,9,2394.00,2394.00
,"09/08/2025","POD-251286","AIM Intelligent Machines","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C, T...","10/01/2025",7,0,7,1862.00,1862.00
,"09/15/2025","POD-251322","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-2TB-PCIe44-TLC5WT-TD  M.2 SSD 2TB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°C, T...","09/24/2025",6,0,6,1596.00,1596.00
"Total M.280-SSD-2TB-PCIe44-TLC5WT-TD",,,,,,,34,0,34,9044.00,9044.00
"M.280-SSD-4TB-PCIe4-TLCWT5-IK",,,,,,,,,,,
,"08/19/2025","POD-251178","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-4TB-PCIe4-TLCWT5-IK  M.2 SSD 4TB, Key B+M 2280, TLC, -40°C~+85°C, BICS5, NVMe PCIe Gen...","09/03/2025",4,0,4,2472.00,2472.00
"Total M.280-SSD-4TB-PCIe4-TLCWT5-IK",,,,,,,4,0,4,2472.00,2472.00
"M.280-SSD-4TB-PCIe4-TLCWT5NH-IK",,,,,,,,,,,
,"09/04/2025","POD-251261","Carnegie Robotics LLC","Neousys Technology Incorp.","M.280-SSD-4TB-PCIe4-TLCWT5-NH-IK  M.2 SSD 4TB, Key M 2280, TLC, -40°C~+85°C, BICS5, NVMe PCIe Ge...","10/08/2025",3,0,3,2118.00,2118.00
"Total M.280-SSD-4TB-PCIe4-TLCWT5NH-IK",,,,,,,3,0,3,2118.00,2118.00
"M.280-SSD-512GB-PCIe4-TLC-IK1",,,,,,,,,,,
,"07/10/2025","POD-250978","Venture Electronics Services (Malaysia) S","Neousys Technology Incorp.","M.280-SSD-512GB-PCIe4-TLC-IK1  M.2 SSD 512GB, Key B+M 2280, TLC, NVMe PCIe Gen 3 x4, 0°C~+70°C. ...","09/26/2025",24,0,24,4080.00,4080.00
"Total M.280-SSD-512GB-PCIe4-TLC-IK1",,,,,,,24,0,24,4080.00,4080.00
"M.280-SSD-512GB-PCIe44-TLC5-PN",,,,,,,,,,,
,"09/08/2025","POD-251275","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-512GB-PCIe44-TLC5-PN  M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","10/01/2025",8,0,8,520.00,520.00
,"09/15/2025","POD-251317","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-512GB-PCIe44-TLC5-PN  M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","09/24/2025",5,0,5,325.00,325.00
,"09/15/2025","POD-251322","Neousys Technology Incorp.","Neousys Technology Incorp.","M.280-SSD-512GB-PCIe44-TLC5-PN  M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, 0°C~+70°C, Ph...","09/24/2025",2,0,2,130.00,130.00
"Total M.280-SSD-512GB-PCIe44-TLC5-PN",,,,,,,15,0,15,975.00,975.00
"M.280-SSD-512GB-PCIe44-TLC5WT-T",,,,,,,,,,,
,"09/08/2025","POD-251273","Neousys Technology Incorp.","Neousys Technology Incorp.","*M.280-SSD-512GB-PCIe44-TLC5WT-TD  M.2 SSD 512GB, Key M 2280, TLC, NVMe PCIe Gen 4x4, -40°C~+85°...","09/16/2025",15,0,15,1380.00,1380.00
"Total M.280-SSD-512GB-PCIe44-TLC5WT-T",,,,,,,15,0,15,1380.00,1380.00
"M.280-SSD-512GB-SATA-TLC5-PN",,,,,,,,,,,
