,"Type","Date","Ship Date","Deliv Date","Terms","Due Date","Num","P. O. #","Name","Qty","Invoiced","Backordered","Amount","Item","Rep","Open Balance","Inventory Site"
"Inventory",,,,,,,,,,,,,,,,,
"Accessory",,,,,,,,,,,,,,,,,
,"Sales Order","09/09/2025","12/31/2025",,"Prepay","09/09/2025","SO-20251285","108187","Sim Sports Corporation",2,0,2,2542.00,"NRU Series:NRU-156-JON16-NS","A702",2542.00,"Drop Ship"
"Total NRU-156-JON16-NS",,,,,,,,,,2,0,2,2542.00,,,2542.00,
"NRU-161V-AWP",,,,,,,,,,,,,,,,,
,"Sales Order","08/07/2025","09/10/2025",,"Prepay","08/07/2025","SO-20251131","1015","Acuitus Ag, Inc.",2,0,2,1952.00,"NRU Series:NRU-161V-AWP","A800",1952.00,"WH01S-NTA"
"Total NRU-161V-AWP",,,,,,,,,,2,0,2,1952.00,,,1952.00,
"NRU-162S-AWP-RH(EA)",,,,,,,,,,,,,,,,,
,"Sales Order","07/24/2025","10/29/2025",,"Prepay","07/24/2025","SO-20251053","4500046624","Rheinmetall Canada Inc.",1,0,1,838.00,"NRU Series:NRU-162S-AWP-RH(EA)","A702",838.00,"WH01S-NTA"
"Total NRU-162S-AWP-RH(EA)",,,,,,,,,,1,0,1,838.00,,,838.00,
"NRU-172S-PPC-JON16-NS",,,,,,,,,,,,,,,,,
,"Sales Order","08/18/2025","10/08/2025",,"Prepay","08/18/2025","SO-20251172","QTD_CTA_2508132","Centre de technologies avancées BRP- CTA",1,0,1,2136.00,"NRU Series:NRU-172S-PPC-JON16-NS","A702",2136.00,"WH01S-NTA"
"Total NRU-172S-PPC-JON16-NS",,,,,,,,,,1,0,1,2136.00,,,2136.00,
"NRU-220S",,,,,,,,,,,,,,,,,
,"Sales Order","09/10/2025","12/31/2025",,"Net 30","10/10/2025","SO-20251290","PO-12074","Advanced Technology Systems Company",1,0,1,911.00,"NRU Series:NRU-220S","A800",911.00,"WH01S-NTA"
"Total NRU-220S",,,,,,,,,,1,0,1,911.00,,,911.00,
"NRU-222S",,,,,,,,,,,,,,,,,
,"Sales Order","08/18/2025","10/08/2025",,"Net 60","10/17/2025","SO-20251169","612452","Uber Technologies, Inc.",20,0,20,22420.00,"NRU Series:NRU-222S","A800",22420.00,"WH01S-NTA"
,"Sales Order","08/19/2025","10/17/2025",,"Net 60","10/18/2025","SO-20251175","612452","Uber Technologies, Inc.",20,0,20,22420.00,"NRU Series:NRU-222S","A800",22420.00,"WH01S-NTA"
,"Sales Order","08/19/2025","12/31/2025",,"Net 60","10/18/2025","SO-20251176","612452","Uber Technologies, Inc.",20,0,20,22420.00,"NRU Series:NRU-222S","A800",22420.00,"WH01S-NTA"
,"Sales Order","08/19/2025","12/31/2025",,"Net 60","10/18/2025","SO-20251177","612452","Uber Technologies, Inc.",20,0,20,22420.00,"NRU Series:NRU-222S","A800",22420.00,"WH01S-NTA"
,"Sales Order","08/19/2025","12/31/2025",,"Net 60","10/18/2025","SO-20251179","612452","Uber Technologies, Inc.",20,0,20,22420.00,"NRU Series:NRU-222S","A800",22420.00,"WH01S-NTA"
,"Sales Order","08/19/2025","12/31/2025",,"Net 60","10/18/2025","SO-20251178","612452","Uber Technologies, Inc.",25,0,25,28025.00,"NRU Series:NRU-222S","A800",28025.00,"WH01S-NTA"
"Total NRU-222S",,,,,,,,,,125,0,125,140125.00,,,140125.00,
"NRU-222S-JAO32G",,,,,,,,,,,,,,,,,
,"Sales Order","09/05/2025","12/31/2025",,"Net 30","10/05/2025","SO-20251267","P96762","CoastIPC, Inc.",3,0,3,6315.00,"NRU Series:NRU-222S-JAO32G","A689C",6315.00,"Drop Ship"
,"Sales Order","09/05/2025","12/31/2025",,"Net 30","10/05/2025","SO-20251268","P96762","CoastIPC, Inc.",3,0,3,6315.00,"NRU Series:NRU-222S-JAO32G","A689C",6315.00,"Drop Ship"
"Total NRU-222S-JAO32G",,,,,,,,,,6,0,6,12630.00,,,12630.00,
"NRU-230V-AWP",,,,,,,,,,,,,,,,,
,"Sales Order","06/25/2025","08/06/2025",,"Prepay","06/25/2025","SO-20250911","QTD_Rotor_250623","Rotor Technologies, Inc.",2,0,2,3284.00,"NRU Series:NRU-230V-AWP","A702",3284.00,"WH01S-NTA"
,"Sales Order","08/05/2025","10/22/2025",,"Prepay","08/05/2025","SO-20251111","PC12084709","NASA-Johnson Space Center",1,0,1,1485.00,"NRU Series:NRU-230V-AWP","A689",1485.00,"WH01S-NTA"
,"Sales Order","08/07/2025","10/22/2025",,"Prepay","08/07/2025","SO-20251126","PF6264","Sanctuary Cognitive Systems Corporation",2,0,2,3200.00,"NRU Series:NRU-230V-AWP","A702",3200.00,"WH01S-NTA"
,"Sales Order","08/22/2025","10/15/2025",,"Net 30","09/21/2025","SO-20251196","1034004374","FEV North America Inc.",1,0,1,1600.00,"NRU Series:NRU-230V-AWP","A702",1600.00,"WH01S-NTA"
,"Sales Order","08/27/2025","10/15/2025",,"Prepay","08/27/2025","SO-20251222","QTD_ScoutAI_2508085","Scout AI Inc",7,0,7,11620.00,"NRU Series:NRU-230V-AWP","A800",11620.00,"WH01S-NTA"
,"Sales Order","08/27/2025","10/15/2025",,"Prepay","08/27/2025","SO-20251222","QTD_ScoutAI_2508085","Scout AI Inc",9,0,9,14940.00,"NRU Series:NRU-230V-AWP","A800",14940.00,"WH01S-NTA"
"Total NRU-230V-AWP",,,,,,,,,,22,0,22,36129.00,,,36129.00,
"NRU-230V-AWP-JAO64G",,,,,,,,,,,,,,,,,
,"Sales Order","07/01/2025","09/24/2025",,"Prepay","07/01/2025","SO-20250933","AI-001529, AI-001530","Applied Intuition, Inc.",25,0,25,101050.00,"NRU Series:NRU-230V-AWP-JAO64G","A800",101050.00,"WH01S-NTA"
,"Sales Order","07/01/2025","09/30/2025",,"Prepay","07/01/2025","SO-20250935","AI-001532, AI-001533","Applied Intuition, Inc.",25,0,25,101050.00,"NRU Series:NRU-230V-AWP-JAO64G","A800",101050.00,"WH01S-NTA"
,"Sales Order","07/01/2025","10/08/2025",,"Prepay","07/01/2025","SO-20250936","AI-001536, AI-001537","Applied Intuition, Inc.",25,0,25,101050.00,"NRU Series:NRU-230V-AWP-JAO64G","A800",101050.00,"WH01S-NTA"
,"Sales Order","07/23/2025","10/01/2025",,"Net 30","08/22/2025","SO-20251040","PO3560","Outrider Technologies",4,1,3,15200.00,"NRU Series:NRU-230V-AWP-JAO64G","A800",11400.00,"WH01S-NTA"
,"Sales Order","08/05/2025","10/22/2025",,"Prepay","08/05/2025","SO-20251113","AI-001848","Applied Intuition, Inc.",25,0,25,101050.00,"NRU Series:NRU-230V-AWP-JAO64G","A800",101050.00,"WH01S-NTA"
"Total NRU-230V-AWP-JAO64G",,,,,,,,,,104,1,103,419400.00,,,415600.00,
"NRU-51V+-JON16-NS",,,,,,,,,,,,,,,,,
,"Sales Order","06/25/2025","08/06/2025",,"Prepay","06/25/2025","SO-20250911","QTD_Rotor_250623","Rotor Technologies, Inc.",1,0,1,1594.00,"NRU Series:NRU-51V+-JON16-NS","A702",1594.00,"WH01S-NTA"
"Total NRU-51V+-JON16-NS",,,,,,,,,,1,0,1,1594.00,,,1594.00,
"PCIe-NX154PoE",,,,,,,,,,,,,,,,,
,"Sales Order","08/22/2025","09/17/2025",,"Net 30","09/21/2025","SO-20251191","PF3444","RIOS Intelligent Machines, Inc.",6,0,6,3030.00,"NRU Series:PCIe-NX154PoE","A800",3030.00,"WH01S-NTA"
"Total PCIe-NX154PoE",,,,,,,,,,6,0,6,3030.00,,,3030.00,
"RPnl-M12-NRU-172S-PPC",,,,,,,,,,,,,,,,,
,"Sales Order","08/18/2025","10/08/2025",,"Prepay","08/18/2025","SO-20251172","QTD_CTA_2508132","Centre de technologies avancées BRP- CTA",1,0,1,85.00,"NRU Series:RPnl-M12-NRU-172S-PPC","A702",85.00,"WH01S-NTA"
"Total RPnl-M12-NRU-172S-PPC",,,,,,,,,,1,0,1,85.00,,,85.00,
"Total NRU Series",,,,,,,,,,689,3,686,942167.00,,,937755.00,
"Nuvo-10000 Series",,,,,,,,,,,,,,,,,
"Nuvo-10003",,,,,,,,,,,,,,,,,
,"Sales Order","09/12/2025","12/31/2025",,"Prepay","09/12/2025","SO-20251306","PO-036318","ADVANCED TECH & RESEARCH",3,0,3,2355.00,"Nuvo-10000 Series:Nuvo-10003","A777",2355.00,"WH01S-NTA"
"Total Nuvo-10003",,,,,,,,,,3,0,3,2355.00,,,2355.00,
"Nuvo-10007-CTI",,,,,,,,,,,,,,,,,
,"Sales Order","09/04/2025","12/31/2025",,"Prepay","09/04/2025","SO-20251259","405","Candela Technologies Inc.",1,0,1,1045.00,"Nuvo-10000 Series:Nuvo-10007-CTI","A800",1045.00,"WH01S-NTA"
"Total Nuvo-10007-CTI",,,,,,,,,,1,0,1,1045.00,,,1045.00,
"Nuvo-10108GC",,,,,,,,,,,,,,,,,
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251186","3008881458","The University of Michigan",1,0,1,1240.00,"Nuvo-10000 Series:Nuvo-10108GC","A702",1240.00,"WH01S-NTA"
"Total Nuvo-10108GC",,,,,,,,,,1,0,1,1240.00,,,1240.00,
"Nuvo-10108GC-10G",,,,,,,,,,,,,,,,,
,"Sales Order","09/04/2025","10/02/2025",,"Prepay","09/04/2025","SO-20251257","DB02927","Leidos, Inc. (MS)",1,0,1,1350.00,"Nuvo-10000 Series:Nuvo-10108GC-10G","A689",1350.00,"WH01S-NTA"
"Total Nuvo-10108GC-10G",,,,,,,,,,1,0,1,1350.00,,,1350.00,
"Nuvo-10108GC-10G-i9IC-65W",,,,,,,,,,,,,,,,,
,"Sales Order","09/08/2025","10/17/2025",,"Net 30","10/08/2025","SO-20251271","P96768","CoastIPC, Inc.",3,0,3,5400.00,"Nuvo-10000 Series:Nuvo-10108GC-10G-i9IC-65W","A689C",5400.00,"Drop Ship"
,"Sales Order","09/09/2025","10/17/2025",,"Net 30","10/09/2025","SO-20251279","P96779","CoastIPC, Inc.",3,0,3,5400.00,"Nuvo-10000 Series:Nuvo-10108GC-10G-i9IC-65W","A689C",5400.00,"Drop Ship"
"Total Nuvo-10108GC-10G-i9IC-65W",,,,,,,,,,6,0,6,10800.00,,,10800.00,
"Nuvo-10108GC-10G-i9IC14-65W-DS",,,,,,,,,,,,,,,,,
,"Sales Order","09/12/2025","12/31/2025",,"Net 30","10/12/2025","SO-20251301","P96789","CoastIPC, Inc.",6,0,6,10770.00,"Nuvo-10000 Series:Nuvo-10108GC-10G-i9IC14-65W-DS","A689C",10770.00,"Drop Ship"
"Total Nuvo-10108GC-10G-i9IC14-65W-DS",,,,,,,,,,6,0,6,10770.00,,,10770.00,
"Nuvo-10108GC-i9IC14-65W-DS",,,,,,,,,,,,,,,,,
,"Sales Order","09/12/2025","12/31/2025",,"Net 30","10/12/2025","SO-20251301","P96789","CoastIPC, Inc.",6,0,6,10230.00,"Nuvo-10000 Series:Nuvo-10108GC-i9IC14-65W-DS","A689C",10230.00,"Drop Ship"
"Total Nuvo-10108GC-i9IC14-65W-DS",,,,,,,,,,6,0,6,10230.00,,,10230.00,
"Nuvo-10208GC",,,,,,,,,,,,,,,,,
,"Sales Order","09/12/2025","09/19/2025",,"Net 30","10/12/2025","SO-20251303","P96789","CoastIPC, Inc.",2,0,2,3220.00,"Nuvo-10000 Series:Nuvo-10208GC","A689C",3220.00,"WH01S-NTA"
"Total Nuvo-10208GC",,,,,,,,,,2,0,2,3220.00,,,3220.00,
"Nuvo-10208GC-10G",,,,,,,,,,,,,,,,,
,"Sales Order","06/06/2025","07/09/2025",,"Prepay","06/06/2025","SO-20250800","AI-001279","Applied Intuition, Inc.",2,0,2,4372.00,"Nuvo-10000 Series:Nuvo-10208GC-10G","A800",4372.00,"WH01S-NTA"
,"Sales Order","07/15/2025","08/15/2025",,"Prepay","07/15/2025","SO-20250995","AI-001620, AI-001621","Applied Intuition, Inc.",4,0,4,8744.00,"Nuvo-10000 Series:Nuvo-10208GC-10G","A800",8744.00,"WH01S-NTA"
,"Sales Order","08/15/2025","10/03/2025",,"Net 30","09/14/2025","SO-20251166","PO-0138172","Carnegie Robotics LLC",2,0,2,4076.00,"Nuvo-10000 Series:Nuvo-10208GC-10G","A702",4076.00,"WH01S-NTA"
,"Sales Order","09/12/2025","09/19/2025",,"Net 30","10/12/2025","SO-20251303","P96789","CoastIPC, Inc.",2,0,2,3410.00,"Nuvo-10000 Series:Nuvo-10208GC-10G","A689C",3410.00,"WH01S-NTA"
"Total Nuvo-10208GC-10G",,,,,,,,,,10,0,10,20602.00,,,20602.00,
"Nuvo-10208GC-10G-i9IC14-65W-DS",,,,,,,,,,,,,,,,,
,"Sales Order","09/12/2025","12/31/2025",,"Net 30","10/12/2025","SO-20251302","P96789","CoastIPC, Inc.",4,0,4,9520.00,"Nuvo-10000 Series:Nuvo-10208GC-10G-i9IC14-65W-DS","A689C",9520.00,"Drop Ship"
"Total Nuvo-10208GC-10G-i9IC14-65W-DS",,,,,,,,,,4,0,4,9520.00,,,9520.00,
"Nuvo-10208GC-i9IC14-65W-DS",,,,,,,,,,,,,,,,,
,"Sales Order","09/12/2025","12/31/2025",,"Net 30","10/12/2025","SO-20251302","P96789","CoastIPC, Inc.",4,0,4,9140.00,"Nuvo-10000 Series:Nuvo-10208GC-i9IC14-65W-DS","A689C",9140.00,"Drop Ship"
"Total Nuvo-10208GC-i9IC14-65W-DS",,,,,,,,,,4,0,4,9140.00,,,9140.00,
"Total Nuvo-10000 Series",,,,,,,,,,44,0,44,80272.00,,,80272.00,
"Nuvo-11000 Series",,,,,,,,,,,,,,,,,
"Nuvo-11006E-U9IC-35W-DS",,,,,,,,,,,,,,,,,
,"Sales Order","09/09/2025","12/31/2025",,"Net 30","10/09/2025","SO-20251277","P96774","CoastIPC, Inc.",2,0,2,2890.00,"Nuvo-11000 Series:Nuvo-11006E-U9IC-35W-DS","A689C",2890.00,"Drop Ship"
"Total Nuvo-11006E-U9IC-35W-DS",,,,,,,,,,2,0,2,2890.00,,,2890.00,
"Total Nuvo-11000 Series",,,,,,,,,,2,0,2,2890.00,,,2890.00,
"Nuvo-2600 Series",,,,,,,,,,,,,,,,,
"Nuvo-2610VTC",,,,,,,,,,,,,,,,,
,"Sales Order","03/17/2025","09/02/2025",,"Prepay","03/17/2025","SO-20250391","412702","Urban Transportation Associates, Inc.",59,0,59,41595.00,"Nuvo-2600 Series:Nuvo-2610VTC","A702",41595.00,"WH01S-NTA"
"Total Nuvo-2610VTC",,,,,,,,,,59,0,59,41595.00,,,41595.00,
"Total Nuvo-2600 Series",,,,,,,,,,59,0,59,41595.00,,,41595.00,
"Nuvo-5608VR Series",,,,,,,,,,,,,,,,,
"Nuvo-5608VR-i7QC-65W",,,,,,,,,,,,,,,,,
,"Sales Order","08/21/2025","10/23/2025",,"Net 30","09/20/2025","SO-20251181","P96704","CoastIPC, Inc.",1,0,1,1295.00,"Nuvo-5608VR Series:Nuvo-5608VR-i7QC-65W","A689C",1295.00,"Drop Ship"
"Total Nuvo-5608VR-i7QC-65W",,,,,,,,,,1,0,1,1295.00,,,1295.00,
"Total Nuvo-5608VR Series",,,,,,,,,,1,0,1,1295.00,,,1295.00,
"Nuvo-7000 Series",,,,,,,,,,,,,,,,,
"CSM-7160GC",,,,,,,,,,,,,,,,,
,"Sales Order","09/03/2025","10/08/2025",,"Prepay","09/03/2025","SO-20251251","0032539","RIDGELINE ENGINEERING CO.",3,0,3,333.00,"Nuvo-7000 Series:CSM-7160GC","A800",333.00,"WH01S-NTA"
,"Sales Order","09/11/2025","12/31/2025",,"Prepay","09/11/2025","SO-20251295","0032592","RIDGELINE ENGINEERING CO.",1,0,1,111.00,"Nuvo-7000 Series:CSM-7160GC","A800",111.00,"WH01S-NTA"
"Total CSM-7160GC",,,,,,,,,,4,0,4,444.00,,,444.00,
"Nuvis-7306RT-DTIO(EA)",,,,,,,,,,,,,,,,,
,"Sales Order","08/27/2025","10/21/2025",,"Prepay","08/27/2025","SO-20251227","6100075127","The Timken Company",1,0,1,1242.00,"Nuvo-7000 Series:Nuvis-7306RT-DTIO(EA)","A702",1242.00,"WH01S-NTA"
,"Sales Order","09/12/2025","12/31/2025",,"Prepay","09/12/2025","SO-20251299","2581562","ABB Electrification Canada inc.",1,0,1,1241.00,"Nuvo-7000 Series:Nuvis-7306RT-DTIO(EA)","A702",1241.00,"WH01S-NTA"
"Total Nuvis-7306RT-DTIO(EA)",,,,,,,,,,2,0,2,2483.00,,,2483.00,
"Nuvo-7006LP",,,,,,,,,,,,,,,,,
,"Sales Order","06/09/2025","11/03/2025",,"Net 30","07/09/2025","SO-20250818","4504572724","Celestica LLC",15,0,15,15330.00,"Nuvo-7000 Series:Nuvo-7006LP","A800",15330.00,"WH01X-NTA"
,"Sales Order","06/09/2025","10/10/2025",,"Net 30","07/09/2025","SO-20250820","4504572723","Celestica LLC",15,0,15,15330.00,"Nuvo-7000 Series:Nuvo-7006LP","A800",15330.00,"WH01X-NTA"
,"Sales Order","06/09/2025","12/01/2025",,"Net 30","07/09/2025","SO-20250821","4504572725","Celestica LLC",15,0,15,15330.00,"Nuvo-7000 Series:Nuvo-7006LP","A800",15330.00,"WH01X-NTA"
,"Sales Order","09/05/2025","10/24/2025",,"Net 30","10/05/2025","SO-20251260","58059","INFLEXION POINT, LLC",20,0,20,16940.00,"Nuvo-7000 Series:Nuvo-7006LP","A777",16940.00,"WH01S-NTA"
,"Sales Order","09/09/2025","12/31/2025",,"Net 30","10/09/2025","SO-20251281","A000859800","L3HARRIS TECHNOLOGIES, INC.",7,0,7,5740.00,"Nuvo-7000 Series:Nuvo-7006LP","A777",5740.00,"WH01S-NTA"
"Total Nuvo-7006LP",,,,,,,,,,72,0,72,68670.00,,,68670.00,
"Nuvo-7006LP-PoE",,,,,,,,,,,,,,,,,
,"Sales Order","07/25/2025","09/17/2025",,"Net 30","08/24/2025","SO-20251067","310P062116","Flanders Electric Motor Service, LLC(IN)",2,0,2,1900.00,"Nuvo-7000 Series:Nuvo-7006LP-PoE","A702",1900.00,"WH01S-NTA"
"Total Nuvo-7006LP-PoE",,,,,,,,,,2,0,2,1900.00,,,1900.00,
"Nuvo-7006P-PoE-i7HC",,,,,,,,,,,,,,,,,
,"Sales Order","09/16/2025","12/31/2025",,"Net 30","10/16/2025","SO-20251312","P96776","CoastIPC, Inc.",1,0,1,1205.00,"Nuvo-7000 Series:Nuvo-7006P-PoE-i7HC","A689C",1205.00,"Drop Ship"
"Total Nuvo-7006P-PoE-i7HC",,,,,,,,,,1,0,1,1205.00,,,1205.00,
"Nuvo-7100VTC-i7HC-65W",,,,,,,,,,,,,,,,,
,"Sales Order","08/14/2025","09/26/2025",,"Net 30","09/13/2025","SO-20251155","P96678","CoastIPC, Inc.",4,2,2,5680.00,"Nuvo-7000 Series:Nuvo-7100VTC-i7HC-65W","A689C",2840.00,"Drop Ship"
"Total Nuvo-7100VTC-i7HC-65W",,,,,,,,,,4,2,2,5680.00,,,2840.00,
"Nuvo-7104VTC",,,,,,,,,,,,,,,,,
,"Sales Order","08/04/2025","09/24/2025",,"Prepay","08/04/2025","SO-20251103","QTD_IM_250602","International Motors, LLC",6,0,6,6660.00,"Nuvo-7000 Series:Nuvo-7104VTC","A702",6660.00,"WH01S-NTA"
"Total Nuvo-7104VTC",,,,,,,,,,6,0,6,6660.00,,,6660.00,
"Nuvo-716xGC-PoE",,,,,,,,,,,,,,,,,
,"Sales Order","09/03/2025","10/08/2025",,"Prepay","09/03/2025","SO-20251251","0032539","RIDGELINE ENGINEERING CO.",3,0,3,3120.00,"Nuvo-7000 Series:Nuvo-716xGC-PoE","A800",3120.00,"WH01S-NTA"
,"Sales Order","09/11/2025","12/31/2025",,"Prepay","09/11/2025","SO-20251295","0032592","RIDGELINE ENGINEERING CO.",1,0,1,1040.00,"Nuvo-7000 Series:Nuvo-716xGC-PoE","A800",1040.00,"WH01S-NTA"
"Total Nuvo-716xGC-PoE",,,,,,,,,,4,0,4,4160.00,,,4160.00,
"Nuvo-7501",,,,,,,,,,,,,,,,,
,"Sales Order","08/28/2025","09/19/2025",,"Prepay","08/28/2025","SO-20251230","250828A","Ball Horticultural Company",2,0,2,1300.00,"Nuvo-7000 Series:Nuvo-7501","A689",1300.00,"WH01S-NTA"
,"Sales Order","09/11/2025","10/03/2025",,"Prepay","09/11/2025","SO-20251298","N091125","Ball Horticultural Company",3,0,3,1950.00,"Nuvo-7000 Series:Nuvo-7501","A689",1950.00,"WH01S-NTA"
"Total Nuvo-7501",,,,,,,,,,5,0,5,3250.00,,,3250.00,
"Nuvo-7505D",,,,,,,,,,,,,,,,,
,"Sales Order","03/27/2025","10/21/2025",,"Net 30","04/26/2025","SO-20250452","15069","Tek84 Inc.",20,0,20,12180.00,"Nuvo-7000 Series:Nuvo-7505D","A800",12180.00,"WH01X-NTA"
,"Sales Order","03/27/2025","12/02/2025",,"Net 30","04/26/2025","SO-20250453","15069","Tek84 Inc.",20,0,20,12180.00,"Nuvo-7000 Series:Nuvo-7505D","A800",12180.00,"WH01X-NTA"
,"Sales Order","03/27/2025","01/09/2026",,"Net 30","04/26/2025","SO-20250454","15069","Tek84 Inc.",20,0,20,12180.00,"Nuvo-7000 Series:Nuvo-7505D","A800",12180.00,"WH01X-NTA"
,"Sales Order","03/27/2025","02/10/2026",,"Net 30","04/26/2025","SO-20250455","15069","Tek84 Inc.",20,0,20,12180.00,"Nuvo-7000 Series:Nuvo-7505D","A800",12180.00,"WH01X-NTA"
,"Sales Order","03/27/2025","02/24/2026",,"Net 30","04/26/2025","SO-20250456","15069","Tek84 Inc.",20,0,20,12180.00,"Nuvo-7000 Series:Nuvo-7505D","A800",12180.00,"WH01X-NTA"
,"Sales Order","03/27/2025","03/31/2026",,"Net 30","04/26/2025","SO-20250457","15069","Tek84 Inc.",20,0,20,12180.00,"Nuvo-7000 Series:Nuvo-7505D","A800",12180.00,"WH01X-NTA"
,"Sales Order","03/27/2025","05/01/2026",,"Net 30","04/26/2025","SO-20250458","15069","Tek84 Inc.",20,0,20,12180.00,"Nuvo-7000 Series:Nuvo-7505D","A800",12180.00,"WH01X-NTA"
"Total Nuvo-7505D",,,,,,,,,,140,0,140,85260.00,,,85260.00,
"Nuvo-7531-i7OCG9",,,,,,,,,,,,,,,,,
,"Sales Order","08/28/2025","09/18/2025",,"Net 30","09/27/2025","SO-20251234","P96744","CoastIPC, Inc.",1,0,1,955.00,"Nuvo-7000 Series:Nuvo-7531-i7OCG9","A689C",955.00,"Drop Ship"
"Total Nuvo-7531-i7OCG9",,,,,,,,,,1,0,1,955.00,,,955.00,
"Total Nuvo-7000 Series",,,,,,,,,,241,2,239,180667.00,,,177827.00,
"Nuvo-8000 Series",,,,,,,,,,,,,,,,,
"Nuvo-8023",,,,,,,,,,,,,,,,,
,"Sales Order","08/21/2025","09/19/2025",,"Prepay","08/21/2025","SO-20251185","QTD_Tenneco_250808","Tenneco (VA)",2,0,2,1278.00,"Nuvo-8000 Series:Nuvo-8023","A777",1278.00,"WH01S-NTA"
"Total Nuvo-8023",,,,,,,,,,2,0,2,1278.00,,,1278.00,
"Nuvo-8041",,,,,,,,,,,,,,,,,
,"Sales Order","08/28/2025","10/01/2025",,"Prepay","08/28/2025","SO-20251231","J936-09","Vortex Systems",1,0,1,616.00,"Nuvo-8000 Series:Nuvo-8041","A777",616.00,"WH01S-NTA"
"Total Nuvo-8041",,,,,,,,,,1,0,1,616.00,,,616.00,
"Nuvo-8108GC",,,,,,,,,,,,,,,,,
,"Sales Order","03/05/2025","10/24/2025",,"Net 30","04/04/2025","SO-20250326","PO208679","Noah Medical U.S.",5,0,5,4620.00,"Nuvo-8000 Series:Nuvo-8108GC","A800",4620.00,"WH01S-NTA"
,"Sales Order","03/05/2025","12/26/2025",,"Net 30","04/04/2025","SO-20250327","PO208679","Noah Medical U.S.",5,0,5,4620.00,"Nuvo-8000 Series:Nuvo-8108GC","A800",4620.00,"WH01S-NTA"
,"Sales Order","03/05/2025","02/20/2026",,"Net 30","04/04/2025","SO-20250328","PO208679","Noah Medical U.S.",5,0,5,4620.00,"Nuvo-8000 Series:Nuvo-8108GC","A800",4620.00,"WH01S-NTA"
,"Sales Order","03/05/2025","04/24/2026",,"Net 30","04/04/2025","SO-20250329","PO208679","Noah Medical U.S.",3,0,3,2772.00,"Nuvo-8000 Series:Nuvo-8108GC","A800",2772.00,"WH01S-NTA"
"Total Nuvo-8108GC",,,,,,,,,,18,0,18,16632.00,,,16632.00,
"Nuvo-8108GC-QD-A6",,,,,,,,,,,,,,,,,
,"Sales Order","03/05/2025","04/24/2026",,"Net 30","04/04/2025","SO-20250329","PO208679","Noah Medical U.S.",2,0,2,2248.00,"Nuvo-8000 Series:Nuvo-8108GC-QD-A6","A800",2248.00,"WH01S-NTA"
,"Sales Order","03/05/2025","06/24/2026",,"Net 30","04/04/2025","SO-20250330","PO208679","Noah Medical U.S.",5,0,5,5620.00,"Nuvo-8000 Series:Nuvo-8108GC-QD-A6","A800",5620.00,"WH01S-NTA"
,"Sales Order","03/05/2025","08/25/2026",,"Net 30","04/04/2025","SO-20250331","PO208679","Noah Medical U.S.",5,0,5,5620.00,"Nuvo-8000 Series:Nuvo-8108GC-QD-A6","A800",5620.00,"WH01S-NTA"
,"Sales Order","03/05/2025","12/26/2025",,"Net 30","04/04/2025","SO-20250332","PO208679","Noah Medical U.S.",1,0,1,1124.00,"Nuvo-8000 Series:Nuvo-8108GC-QD-A6","A800",1124.00,"WH01S-NTA"
,"Sales Order","06/04/2025","10/01/2025",,"Net 30","07/04/2025","SO-20250789","267056","INDUSTRIES MACHINEX INC.",20,0,20,20580.00,"Nuvo-8000 Series:Nuvo-8108GC-QD-A6","A702",20580.00,"WH01S-NTA"
,"Sales Order","08/27/2025","10/17/2025",,"Net 30","09/26/2025","SO-20251220","PO4985","Dataspeed Inc.",2,0,2,2380.00,"Nuvo-8000 Series:Nuvo-8108GC-QD-A6","A702",2380.00,"WH01S-NTA"
"Total Nuvo-8108GC-QD-A6",,,,,,,,,,35,0,35,37572.00,,,37572.00,
"Total Nuvo-8000 Series",,,,,,,,,,56,0,56,56098.00,,,56098.00,
"Nuvo-9000 Series",,,,,,,,,,,,,,,,,
"Nuvo-9002E-IFCN",,,,,,,,,,,,,,,,,
,"Sales Order","05/19/2025","08/13/2025",,"Net 30","06/18/2025","SO-20250701","41479953","Inficon Inc.",30,0,30,29610.00,"Nuvo-9000 Series:Nuvo-9002E-IFCN","A777",29610.00,"WH01S-NTA"
"Total Nuvo-9002E-IFCN",,,,,,,,,,30,0,30,29610.00,,,29610.00,
"Nuvo-9002LP",,,,,,,,,,,,,,,,,
,"Sales Order","09/16/2025","12/31/2025",,"Net 30","10/16/2025","SO-20251315","PO05072","Industrial PC, Inc.",12,0,12,8160.00,"Nuvo-9000 Series:Nuvo-9002LP","A689C",8160.00,"Drop Ship"
"Total Nuvo-9002LP",,,,,,,,,,12,0,12,8160.00,,,8160.00,
"Nuvo-9002LP-UL",,,,,,,,,,,,,,,,,
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251184","450879","PaR SYSTEMS LLC",1,0,1,822.00,"Nuvo-9000 Series:Nuvo-9002LP-UL","A689",822.00,"WH01S-NTA"
,"Sales Order","08/26/2025","09/24/2025",,"Prepay","08/26/2025","SO-20251210","POV44892","Velasea",19,0,19,16074.00,"Nuvo-9000 Series:Nuvo-9002LP-UL","A800",16074.00,"WH01S-NTA"
"Total Nuvo-9002LP-UL",,,,,,,,,,20,0,20,16896.00,,,16896.00,
"Nuvo-9006DE-PoE-UL",,,,,,,,,,,,,,,,,
