,"Type","Date","Ship Date","Deliv Date","Terms","Due Date","Num","P. O. #","Name","Qty","Invoiced","Backordered","Amount","Item","Rep","Open Balance","Inventory Site"
"Inventory",,,,,,,,,,,,,,,,,
"Accessory",,,,,,,,,,,,,,,,,
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251184","450879","PaR SYSTEMS LLC",1,0,1,103.00,"Windows OS:Win11IoT24-Value","A689",103.00,"WH01S-NTA"
,"Sales Order","08/28/2025","10/01/2025",,"Prepay","08/28/2025","SO-20251231","J936-09","Vortex Systems",1,0,1,103.00,"Windows OS:Win11IoT24-Value","A777",103.00,"WH01S-NTA"
,"Sales Order","09/04/2025","10/24/2025",,"Net 30","10/04/2025","SO-20251253","PO4056","Seafloor Systems, Inc.",8,0,8,824.00,"Windows OS:Win11IoT24-Value","A800",824.00,"WH01S-NTA"
"Total Win11IoT24-Value",,,,,,,,,,11,0,11,1133.00,,,1133.00,
"Total Windows OS",,,,,,,,,,444,0,444,42845.00,,,42845.00,
"Total Inventory",,,,,,,,,,11462,109,11353,3467897.00,,,3418044.00,
"Service",,,,,,,,,,,,,,,,,
"Discount",,,,,,,,,,,,,,,,,
"Education Discount",,,,,,,,,,,,,,,,,
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251186","3008881458","The University of Michigan",1,0,1,-107.00,"Discount:Education Discount","A702",-107.00,
"Total Education Discount",,,,,,,,,,1,0,1,-107.00,,,-107.00,
"Discount - Other",,,,,,,,,,,,,,,,,
,"Sales Order","08/28/2025","12/31/2025",,"Net 120","12/26/2025","SO-20251228","QTD_Honeywell_250728","Honeywell Aerospace (TX)",1,0,1,-19993.00,"Discount","A689",-19993.00,
"Total Discount - Other",,,,,,,,,,1,0,1,-19993.00,,,-19993.00,
"Total Discount",,,,,,,,,,2,0,2,-20100.00,,,-20100.00,
"Forwarding Charge",,,,,,,,,,,,,,,,,
,"Sales Order","03/13/2024","12/19/2025",,"NET 30 (50%) & Prepay (50%)","04/12/2024","SO-20240315","X110992","Xanthon LLC",100,0,100,1900.00,"Forwarding Charge","A689",1900.00,
,"Sales Order","03/05/2025","04/24/2026",,"Net 30","04/04/2025","SO-20250329","PO208679","Noah Medical U.S.",2,0,2,166.00,"Forwarding Charge","A800",166.00,
,"Sales Order","03/05/2025","06/24/2026",,"Net 30","04/04/2025","SO-20250330","PO208679","Noah Medical U.S.",5,0,5,415.00,"Forwarding Charge","A800",415.00,
,"Sales Order","03/05/2025","08/25/2026",,"Net 30","04/04/2025","SO-20250331","PO208679","Noah Medical U.S.",5,0,5,415.00,"Forwarding Charge","A800",415.00,
,"Sales Order","03/05/2025","12/26/2025",,"Net 30","04/04/2025","SO-20250332","PO208679","Noah Medical U.S.",1,0,1,83.00,"Forwarding Charge","A800",83.00,
,"Sales Order","03/05/2025","10/24/2025",,"Net 30","04/04/2025","SO-20250326","PO208679","Noah Medical U.S.",5,0,5,415.00,"Forwarding Charge","A800",415.00,
,"Sales Order","03/05/2025","12/26/2025",,"Net 30","04/04/2025","SO-20250327","PO208679","Noah Medical U.S.",5,0,5,415.00,"Forwarding Charge","A800",415.00,
,"Sales Order","03/05/2025","02/20/2026",,"Net 30","04/04/2025","SO-20250328","PO208679","Noah Medical U.S.",5,0,5,415.00,"Forwarding Charge","A800",415.00,
,"Sales Order","03/05/2025","04/24/2026",,"Net 30","04/04/2025","SO-20250329","PO208679","Noah Medical U.S.",3,0,3,249.00,"Forwarding Charge","A800",249.00,
,"Sales Order","03/17/2025","09/02/2025",,"Prepay","03/17/2025","SO-20250391","412702","Urban Transportation Associates, Inc.",59,0,59,1888.00,"Forwarding Charge","A702",1888.00,
,"Sales Order","03/18/2025","05/08/2025",,"Prepay","03/18/2025","SO-20250397","SIL4-NTA24-02","SIL4 Systems Inc.",26,16,10,3614.00,"Forwarding Charge","A702",1390.00,
,"Sales Order","03/27/2025","10/21/2025",,"Net 30","04/26/2025","SO-20250452","15069","Tek84 Inc.",20,0,20,1400.00,"Forwarding Charge","A800",1400.00,
,"Sales Order","03/27/2025","12/02/2025",,"Net 30","04/26/2025","SO-20250453","15069","Tek84 Inc.",20,0,20,1400.00,"Forwarding Charge","A800",1400.00,
,"Sales Order","03/27/2025","01/09/2026",,"Net 30","04/26/2025","SO-20250454","15069","Tek84 Inc.",20,0,20,1400.00,"Forwarding Charge","A800",1400.00,
,"Sales Order","03/27/2025","02/10/2026",,"Net 30","04/26/2025","SO-20250455","15069","Tek84 Inc.",20,0,20,1400.00,"Forwarding Charge","A800",1400.00,
,"Sales Order","03/27/2025","02/24/2026",,"Net 30","04/26/2025","SO-20250456","15069","Tek84 Inc.",20,0,20,1400.00,"Forwarding Charge","A800",1400.00,
,"Sales Order","03/27/2025","03/31/2026",,"Net 30","04/26/2025","SO-20250457","15069","Tek84 Inc.",20,0,20,1400.00,"Forwarding Charge","A800",1400.00,
,"Sales Order","03/27/2025","05/01/2026",,"Net 30","04/26/2025","SO-20250458","15069","Tek84 Inc.",20,0,20,1400.00,"Forwarding Charge","A800",1400.00,
,"Sales Order","04/24/2025","07/23/2025",,"Net 30","05/24/2025","SO-20250600","41477111","Inficon Inc.",21,0,21,1869.00,"Forwarding Charge","A777",1869.00,
,"Sales Order","04/24/2025","07/23/2025",,"Net 30","05/24/2025","SO-20250601","41477111","Inficon Inc.",23,0,23,2047.00,"Forwarding Charge","A777",2047.00,
,"Sales Order","05/02/2025","10/03/2025",,"Net 30","06/01/2025","SO-20250638","PO064732","FireFly Automatix, Inc.",10,0,10,830.00,"Forwarding Charge","A800",830.00,
,"Sales Order","05/02/2025","11/13/2025",,"Net 30","06/01/2025","SO-20250639","PO064732","FireFly Automatix, Inc.",10,0,10,830.00,"Forwarding Charge","A800",830.00,
,"Sales Order","05/02/2025","12/12/2025",,"Net 30","06/01/2025","SO-20250640","PO064732","FireFly Automatix, Inc.",10,0,10,830.00,"Forwarding Charge","A800",830.00,
,"Sales Order","05/02/2025","01/13/2026",,"Net 30","06/01/2025","SO-20250641","PO064732","FireFly Automatix, Inc.",10,0,10,830.00,"Forwarding Charge","A800",830.00,
,"Sales Order","05/02/2025","02/13/2026",,"Net 30","06/01/2025","SO-20250642","PO064732","FireFly Automatix, Inc.",10,0,10,830.00,"Forwarding Charge","A800",830.00,
,"Sales Order","05/19/2025","08/13/2025",,"Net 30","06/18/2025","SO-20250701","41479953","Inficon Inc.",30,0,30,2670.00,"Forwarding Charge","A777",2670.00,
,"Sales Order","05/23/2025","08/13/2025",,"Net 30","06/22/2025","SO-20250726","41481439","Inficon Inc.",30,0,30,2670.00,"Forwarding Charge","A777",2670.00,
,"Sales Order","05/23/2025","08/13/2025",,"Net 30","06/22/2025","SO-20250728","41481440","Inficon Inc.",30,0,30,2670.00,"Forwarding Charge","A777",2670.00,
,"Sales Order","06/04/2025","10/01/2025",,"Net 30","07/04/2025","SO-20250789","267056","INDUSTRIES MACHINEX INC.",20,0,20,1660.00,"Forwarding Charge","A702",1660.00,
,"Sales Order","06/06/2025","07/09/2025",,"Prepay","06/06/2025","SO-20250800","AI-001279","Applied Intuition, Inc.",2,0,2,0.00,"Forwarding Charge","A800","",
,"Sales Order","06/09/2025","11/03/2025",,"Net 30","07/09/2025","SO-20250818","4504572724","Celestica LLC",15,0,15,795.00,"Forwarding Charge","A800",795.00,
,"Sales Order","06/09/2025","10/10/2025",,"Net 30","07/09/2025","SO-20250820","4504572723","Celestica LLC",15,0,15,795.00,"Forwarding Charge","A800",795.00,
,"Sales Order","06/09/2025","12/01/2025",,"Net 30","07/09/2025","SO-20250821","4504572725","Celestica LLC",15,0,15,795.00,"Forwarding Charge","A800",795.00,
,"Sales Order","06/25/2025","08/06/2025",,"Prepay","06/25/2025","SO-20250911","QTD_Rotor_250623","Rotor Technologies, Inc.",1,0,1,47.00,"Forwarding Charge","A702",47.00,
,"Sales Order","06/25/2025","08/06/2025",,"Prepay","06/25/2025","SO-20250911","QTD_Rotor_250623","Rotor Technologies, Inc.",2,0,2,106.00,"Forwarding Charge","A702",106.00,
,"Sales Order","07/10/2025","09/17/2025",,"Net 30","08/09/2025","SO-20250978","0046482074","Lightning Pick | Matthews International",6,0,6,210.00,"Forwarding Charge","A689",210.00,
,"Sales Order","07/15/2025","08/15/2025",,"Prepay","07/15/2025","SO-20250995","AI-001620, AI-001621","Applied Intuition, Inc.",4,0,4,0.00,"Forwarding Charge","A800","",
,"Sales Order","07/22/2025","09/11/2025",,"Net 30","08/21/2025","SO-20251027","83150","MEDATech Engineering Services Ltd.",4,0,4,156.00,"Forwarding Charge","A702",156.00,
,"Sales Order","07/22/2025","09/24/2025",,"Net 30","08/21/2025","SO-20251029","16134","Automated Environments",25,0,25,625.00,"Forwarding Charge","A689",625.00,
,"Sales Order","07/22/2025","11/21/2025",,"Net 30","08/21/2025","SO-20251030","16134","Automated Environments",25,0,25,625.00,"Forwarding Charge","A689",625.00,
,"Sales Order","07/22/2025","01/30/2026",,"Net 30","08/21/2025","SO-20251031","16134","Automated Environments",25,0,25,625.00,"Forwarding Charge","A689",625.00,
,"Sales Order","07/22/2025","02/27/2026",,"Net 30","08/21/2025","SO-20251032","16134","Automated Environments",25,0,25,625.00,"Forwarding Charge","A689",625.00,
,"Sales Order","07/23/2025","01/08/2026",,"Net 60","09/21/2025","SO-20251044","4500139970","Cognex Corporation",5,0,5,80.00,"Forwarding Charge","A702",80.00,
,"Sales Order","07/23/2025","01/08/2026",,"Net 60","09/21/2025","SO-20251044","4500139970","Cognex Corporation",5,0,5,80.00,"Forwarding Charge","A702",80.00,
,"Sales Order","07/24/2025","10/29/2025",,"Prepay","07/24/2025","SO-20251053","4500046624","Rheinmetall Canada Inc.",1,0,1,53.00,"Forwarding Charge","A702",53.00,
,"Sales Order","07/24/2025","09/30/2025",,"Net 60","09/22/2025","SO-20251046","4500139969","Cognex Corporation",5,0,5,80.00,"Forwarding Charge","A702",80.00,
,"Sales Order","07/24/2025","09/30/2025",,"Net 60","09/22/2025","SO-20251046","4500139969","Cognex Corporation",10,0,10,160.00,"Forwarding Charge","A702",160.00,
,"Sales Order","07/25/2025","09/17/2025",,"Net 30","08/24/2025","SO-20251067","310P062116","Flanders Electric Motor Service, LLC(IN)",2,0,2,118.00,"Forwarding Charge","A702",118.00,
,"Sales Order","08/04/2025","09/24/2025",,"Prepay","08/04/2025","SO-20251103","QTD_IM_250602","International Motors, LLC",6,0,6,390.00,"Forwarding Charge","A702",390.00,
,"Sales Order","08/05/2025","10/22/2025",,"Prepay","08/05/2025","SO-20251111","PC12084709","NASA-Johnson Space Center",1,0,1,145.00,"Forwarding Charge","A689",145.00,
,"Sales Order","08/07/2025","10/22/2025",,"Prepay","08/07/2025","SO-20251126","PF6264","Sanctuary Cognitive Systems Corporation",2,0,2,118.00,"Forwarding Charge","A702",118.00,
,"Sales Order","08/07/2025","09/10/2025",,"Prepay","08/07/2025","SO-20251131","1015","Acuitus Ag, Inc.",2,0,2,0.00,"Forwarding Charge","A800","",
,"Sales Order","08/12/2025","10/15/2025",,"Prepay","08/12/2025","SO-20251145","7274","Near Earth Autonomy",1,0,1,142.00,"Forwarding Charge","A702",142.00,
,"Sales Order","08/13/2025","10/22/2025",,"Prepay","08/13/2025","SO-20251153","QTD_AIM_2507172","AIM Intelligent Machines",7,0,7,994.00,"Forwarding Charge","A800",994.00,
,"Sales Order","08/14/2025","10/10/2025",,"Net 30","09/13/2025","SO-20251162","454361","Navico Group Americas LLC",1,0,1,142.00,"Forwarding Charge","A689",142.00,
,"Sales Order","08/15/2025","10/03/2025",,"Net 30","09/14/2025","SO-20251166","PO-0138172","Carnegie Robotics LLC",2,0,2,284.00,"Forwarding Charge","A702",284.00,
,"Sales Order","08/15/2025","08/25/2025",,"Prepay","08/15/2025","SO-20251168","QTD_JeldWen_250814","Jeld-Wen Eng. Inc.",1,0,1,9.00,"Forwarding Charge","A800",9.00,
,"Sales Order","08/18/2025","10/08/2025",,"Prepay","08/18/2025","SO-20251172","QTD_CTA_2508132","Centre de technologies avancées BRP- CTA",1,0,1,101.00,"Forwarding Charge","A702",101.00,
,"Sales Order","08/18/2025","10/08/2025",,"Net 60","10/17/2025","SO-20251169","612452","Uber Technologies, Inc.",20,0,20,0.00,"Forwarding Charge","A800","",
,"Sales Order","08/18/2025","10/08/2025",,"Prepay","08/18/2025","SO-20251172","QTD_CTA_2508132","Centre de technologies avancées BRP- CTA",1,0,1,59.00,"Forwarding Charge","A702",59.00,
,"Sales Order","08/19/2025","10/17/2025",,"Net 60","10/18/2025","SO-20251175","612452","Uber Technologies, Inc.",20,0,20,0.00,"Forwarding Charge","A800","",
,"Sales Order","08/19/2025","12/31/2025",,"Net 60","10/18/2025","SO-20251176","612452","Uber Technologies, Inc.",20,0,20,0.00,"Forwarding Charge","A800","",
,"Sales Order","08/19/2025","12/31/2025",,"Net 60","10/18/2025","SO-20251177","612452","Uber Technologies, Inc.",20,0,20,0.00,"Forwarding Charge","A800","",
,"Sales Order","08/19/2025","12/31/2025",,"Net 60","10/18/2025","SO-20251179","612452","Uber Technologies, Inc.",20,0,20,0.00,"Forwarding Charge","A800","",
,"Sales Order","08/19/2025","12/31/2025",,"Net 60","10/18/2025","SO-20251178","612452","Uber Technologies, Inc.",25,0,25,0.00,"Forwarding Charge","A800","",
,"Sales Order","08/19/2025","11/07/2025",,"Prepay","08/19/2025","SO-20251174","7291","Near Earth Autonomy",2,0,2,284.00,"Forwarding Charge","A702",284.00,
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251184","450879","PaR SYSTEMS LLC",1,0,1,53.00,"Forwarding Charge","A689",53.00,
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251184","450879","PaR SYSTEMS LLC",1,0,1,53.00,"Forwarding Charge","A689",53.00,
,"Sales Order","08/21/2025","09/19/2025",,"Prepay","08/21/2025","SO-20251185","QTD_Tenneco_250808","Tenneco (VA)",2,0,2,132.00,"Forwarding Charge","A777",132.00,
,"Sales Order","08/21/2025","09/19/2025",,"Net 30","09/20/2025","SO-20251186","3008881458","The University of Michigan",1,0,1,142.00,"Forwarding Charge","A702",142.00,
,"Sales Order","08/22/2025","09/17/2025",,"Net 30","09/21/2025","SO-20251191","PF3444","RIOS Intelligent Machines, Inc.",6,0,6,336.00,"Forwarding Charge","A800",336.00,
,"Sales Order","08/22/2025","09/29/2025",,"Prepay","08/22/2025","SO-20251198","PO25-02085","Neya Systems",1,0,1,0.00,"Forwarding Charge","A702","",
,"Sales Order","08/22/2025","10/15/2025",,"Net 30","09/21/2025","SO-20251197","1034004374","FEV North America Inc.",1,0,1,84.00,"Forwarding Charge","A702",84.00,
,"Sales Order","08/22/2025","10/15/2025",,"Net 30","09/21/2025","SO-20251196","1034004374","FEV North America Inc.",1,0,1,70.00,"Forwarding Charge","A702",70.00,
,"Sales Order","08/25/2025","10/15/2025",,"Net 30","09/24/2025","SO-20251205","PO_5769","ACR-Advanced Construction Robotics, Inc.",3,0,3,138.00,"Forwarding Charge","A702",138.00,
,"Sales Order","08/25/2025","10/15/2025",,"Net 30","09/24/2025","SO-20251205","PO_5769","ACR-Advanced Construction Robotics, Inc.",3,0,3,138.00,"Forwarding Charge","A702",138.00,
,"Sales Order","08/26/2025","09/30/2025",,"Net 30","09/25/2025","SO-20251208","00505553(1)","LASERAX INC",2,0,2,56.00,"Forwarding Charge","A702",56.00,
,"Sales Order","08/26/2025","09/24/2025",,"Prepay","08/26/2025","SO-20251210","POV44892","Velasea",19,0,19,1121.00,"Forwarding Charge","A800",1121.00,
,"Sales Order","08/27/2025","10/17/2025",,"Net 30","09/26/2025","SO-20251220","PO4985","Dataspeed Inc.",2,0,2,280.00,"Forwarding Charge","A702",280.00,
,"Sales Order","08/27/2025","10/15/2025",,"Prepay","08/27/2025","SO-20251222","QTD_ScoutAI_2508085","Scout AI Inc",7,0,7,0.00,"Forwarding Charge","A800","",
,"Sales Order","08/27/2025","10/15/2025",,"Prepay","08/27/2025","SO-20251222","QTD_ScoutAI_2508085","Scout AI Inc",9,0,9,0.00,"Forwarding Charge","A800","",
,"Sales Order","08/27/2025","10/21/2025",,"Prepay","08/27/2025","SO-20251227","6100075127","The Timken Company",1,0,1,98.00,"Forwarding Charge","A702",98.00,
,"Sales Order","08/27/2025","09/26/2025",,"Prepay","08/27/2025","SO-20251223","25003767","HERZOG SERVICES, INC.",2,0,2,0.00,"Forwarding Charge","A689","",
,"Sales Order","08/28/2025","09/19/2025",,"Prepay","08/28/2025","SO-20251230","250828A","Ball Horticultural Company",2,0,2,0.00,"Forwarding Charge","A689","",
,"Sales Order","08/28/2025","09/19/2025",,"Prepay","08/28/2025","SO-20251230","250828A","Ball Horticultural Company",1,0,1,0.00,"Forwarding Charge","A689","",
,"Sales Order","08/28/2025","12/31/2025",,"Net 120","12/26/2025","SO-20251228","QTD_Honeywell_250728","Honeywell Aerospace (TX)",3,0,3,285.00,"Forwarding Charge","A689",285.00,
,"Sales Order","08/28/2025","10/01/2025",,"Prepay","08/28/2025","SO-20251231","J936-09","Vortex Systems",1,0,1,84.00,"Forwarding Charge","A777",84.00,
,"Sales Order","08/28/2025","10/21/2025",,"Net 30","09/27/2025","SO-20251229","CYNGN-1275","CYNGN INC.",4,0,4,0.00,"Forwarding Charge","A800","",
,"Sales Order","08/28/2025","10/01/2025",,"Net 45","10/12/2025","SO-20251235","7000608984","Boston Scientific",1,0,1,84.00,"Forwarding Charge","A689",84.00,
,"Sales Order","08/28/2025","09/24/2025",,"Prepay","08/28/2025","SO-20251237","PO24530","E-Technologies Group, LLC",1,0,1,55.00,"Forwarding Charge","A689",55.00,
,"Sales Order","08/28/2025","10/21/2025",,"Prepay","08/28/2025","SO-20251236"," QTD_USACE_2507093","US Army Corps of Engineers, ERDC-IEI",2,0,2,210.00,"Forwarding Charge","A689",210.00,
,"Sales Order","08/29/2025","10/01/2025",,"Net 45","10/13/2025","SO-20251241","7000609563","Boston Scientific",1,0,1,84.00,"Forwarding Charge","A689",84.00,
,"Sales Order","09/02/2025","09/26/2025",,"Net 30","10/02/2025","SO-20251242","13533","QDS Systems, Inc.",1,0,1,85.00,"Forwarding Charge","A689",85.00,
,"Sales Order","09/03/2025","12/31/2025",,"Net 30","10/03/2025","SO-20251248","PO-0138392","Carnegie Robotics LLC",3,0,3,672.00,"Forwarding Charge","A702",672.00,
,"Sales Order","09/03/2025","10/20/2025",,"Net 45","10/18/2025","SO-20251250","7000610874","Boston Scientific",1,0,1,84.00,"Forwarding Charge","A689",84.00,
,"Sales Order","09/03/2025","10/08/2025",,"Prepay","09/03/2025","SO-20251251","0032539","RIDGELINE ENGINEERING CO.",3,0,3,252.00,"Forwarding Charge","A800",252.00,
,"Sales Order","09/04/2025","10/15/2025",,"Net 30","10/04/2025","SO-20251254","46506800","Lightning Pick | Matthews International",5,0,5,175.00,"Forwarding Charge","A689",175.00,
,"Sales Order","09/04/2025","10/24/2025",,"Net 30","10/04/2025","SO-20251253","PO4056","Seafloor Systems, Inc.",8,0,8,448.00,"Forwarding Charge","A800",448.00,
,"Sales Order","09/04/2025","10/02/2025",,"Prepay","09/04/2025","SO-20251257","DB02927","Leidos, Inc. (MS)",1,0,1,240.00,"Forwarding Charge","A689",240.00,
,"Sales Order","09/04/2025","12/31/2025",,"Prepay","09/04/2025","SO-20251259","405","Candela Technologies Inc.",1,0,1,140.00,"Forwarding Charge","A800",140.00,
,"Sales Order","09/05/2025","10/24/2025",,"Net 30","10/05/2025","SO-20251260","58059","INFLEXION POINT, LLC",20,0,20,1060.00,"Forwarding Charge","A777",1060.00,
,"Sales Order","09/05/2025","10/24/2025",,"Net 30","10/05/2025","SO-20251261","0001513611","Université Laval",1,0,1,133.00,"Forwarding Charge","A777",133.00,
,"Sales Order","09/05/2025","10/24/2025",,"Net 30","10/05/2025","SO-20251261","0001513611","Université Laval",1,0,1,84.00,"Forwarding Charge","A777",84.00,
,"Sales Order","09/05/2025","12/31/2025",,"Prepay","09/05/2025","SO-20251262","PO18039","IRD- International Road Dynamics Inc.",4,0,4,236.00,"Forwarding Charge","A702",236.00,
,"Sales Order","09/05/2025","10/24/2025",,"Prepay","09/05/2025","SO-20251265","14648","The Alliance",1,0,1,28.00,"Forwarding Charge","A800",28.00,
,"Sales Order","09/08/2025","12/31/2025",,"Prepay","09/08/2025","SO-20251269","8014.07-01","ASI Technology, Inc.",1,0,1,70.00,"Forwarding Charge","A777",70.00,
,"Sales Order","09/09/2025","09/24/2025",,"Prepay","09/09/2025","SO-20251276","PO24717","E-Technologies Group, LLC",1,0,1,55.00,"Forwarding Charge","A689",55.00,
,"Sales Order","09/09/2025","10/21/2025",,"Net 45","10/24/2025","SO-20251283","7000612884","Boston Scientific",3,0,3,252.00,"Forwarding Charge","A689",252.00,
,"Sales Order","09/09/2025","12/31/2025",,"Prepay","09/09/2025","SO-20251285","108187","Sim Sports Corporation",1,0,1,297.00,"Forwarding Charge","A702",297.00,
,"Sales Order","09/09/2025","12/31/2025",,"Prepay","09/09/2025","SO-20251285","108187","Sim Sports Corporation",2,0,2,0.00,"Forwarding Charge","A702","",
,"Sales Order","09/09/2025","12/31/2025",,"Net 30","10/09/2025","SO-20251281","A000859800","L3HARRIS TECHNOLOGIES, INC.",7,0,7,490.00,"Forwarding Charge","A777",490.00,
,"Sales Order","09/10/2025","12/31/2025",,"Prepay","09/10/2025","SO-20251286"," QTD_PeakWiFi_250909","Peak WiFi, LLC",1,0,1,0.00,"Forwarding Charge","A800","",
,"Sales Order","09/10/2025","12/31/2025",,"Prepay","09/10/2025","SO-20251287","PO18173","IRD- International Road Dynamics Inc.",1,0,1,59.00,"Forwarding Charge","A702",59.00,
,"Sales Order","09/10/2025","12/31/2025",,"Net 30","10/10/2025","SO-20251290","PO-12074","Advanced Technology Systems Company",1,0,1,70.00,"Forwarding Charge","A800",70.00,
,"Sales Order","09/11/2025","12/31/2025",,"Prepay","09/11/2025","SO-20251295","0032592","RIDGELINE ENGINEERING CO.",1,0,1,84.00,"Forwarding Charge","A800",84.00,
,"Sales Order","09/11/2025","12/31/2025",,"Net 30","10/11/2025","SO-20251294","00007719","Evolution Motion Solutions",1,0,1,56.00,"Forwarding Charge","A702",56.00,
,"Sales Order","09/11/2025","10/03/2025",,"Prepay","09/11/2025","SO-20251298","N091125","Ball Horticultural Company",3,0,3,0.00,"Forwarding Charge","A689","",
,"Sales Order","09/11/2025","12/31/2025",,"Net 30","10/11/2025","SO-20251296","00505701","LASERAX INC",6,0,6,396.00,"Forwarding Charge","A702",396.00,
,"Sales Order","09/12/2025","12/31/2025",,"Prepay","09/12/2025","SO-20251299","2581562","ABB Electrification Canada inc.",1,0,1,84.00,"Forwarding Charge","A702",84.00,
,"Sales Order","09/12/2025","12/31/2025",,"Net 30","10/12/2025","SO-20251304","00007736","Evolution Motion Solutions",1,0,1,56.00,"Forwarding Charge","A702",56.00,
,"Sales Order","09/12/2025","09/19/2025",,"Net 30","10/12/2025","SO-20251303","P96789","CoastIPC, Inc.",2,0,2,0.00,"Forwarding Charge","A689C","",
,"Sales Order","09/12/2025","09/19/2025",,"Net 30","10/12/2025","SO-20251303","P96789","CoastIPC, Inc.",2,0,2,0.00,"Forwarding Charge","A689C","",
,"Sales Order","09/12/2025","12/31/2025",,"Prepay","09/12/2025","SO-20251306","PO-036318","ADVANCED TECH & RESEARCH",3,0,3,0.00,"Forwarding Charge","A777","",
,"Sales Order","09/16/2025","12/31/2025",,"Prepay","09/16/2025","SO-20251311","14666","The Alliance",10,0,10,280.00,"Forwarding Charge","A800",280.00,
,"Sales Order","09/16/2025","12/31/2025",,"Net 30","10/16/2025","SO-20251314","46247","Next Imaging, DBA 1stVision Inc.",2,0,2,56.00,"Forwarding Charge","A702",56.00,
,"Sales Order","09/16/2025","12/31/2025",,"Net 30","10/16/2025","SO-20251314","46247","Next Imaging, DBA 1stVision Inc.",2,0,2,56.00,"Forwarding Charge","A702",56.00,
"Total Forwarding Charge",,,,,,,,,,1084,16,1068,55655.00,,,53431.00,
"Services",,,,,,,,,,,,,,,,,
"Engineer Services",,,,,,,,,,,,,,,,,
,"Sales Order","04/03/2025","08/01/2025",,"Net 15","04/18/2025","SO-20250495","564","Aerflite Canada Inc.",10,0,10,3000.00,"Services:Engineer Services","A777",3000.00,
,"Sales Order","04/21/2025","11/07/2025",,"Prepay","04/21/2025","SO-20250572","9080112913","Keysight Technologies, Inc.",1,0,1,15400.00,"Services:Engineer Services","A777",15400.00,
,"Sales Order","04/21/2025","11/07/2025",,"Prepay","04/21/2025","SO-20250573","9080112913","Keysight Technologies, Inc.",1,0,1,12100.00,"Services:Engineer Services","A777",12100.00,
,"Sales Order","08/28/2025","12/31/2025",,"Net 120","12/26/2025","SO-20251228","QTD_Honeywell_250728","Honeywell Aerospace (TX)",1,0,1,56485.00,"Services:Engineer Services","A689",56485.00,
,"Sales Order","09/04/2025","12/31/2025",,"Prepay","09/04/2025","SO-20251258","405","Candela Technologies Inc.",1,0,1,1800.00,"Services:Engineer Services","A800",1800.00,
"Total Engineer Services",,,,,,,,,,14,0,14,88785.00,,,88785.00,
